court_id,site_id,osm_ref,sport,role,parent_id,lat,lon,length_m,width_m,angle_deg,n_in_feature,n_children,n_overlay,subdivided,guessed,oversized,derived,ring
oh_3890114_-8256708:f67dc28,oh_3890114_-8256708,way/1459187276,pickleball,court,,38.9011651,-82.5671599,13.1,6.2,67.3,1,1,0,False,False,False,,"[[-82.5671549, 38.9010999], [-82.5670988, 38.9012096], [-82.5671649, 38.9012302], [-82.567221, 38.9011205]]"
oh_3890114_-8256708:f400ea7,oh_3890114_-8256708,way/1459187277,pickleball,court,,38.901118,-82.5670028,13.1,6.2,67.3,1,1,0,False,False,False,,"[[-82.5669978, 38.9010528], [-82.5669417, 38.9011626], [-82.5670078, 38.9011832], [-82.5670639, 38.9010734]]"
oh_3890832_-8257287:fbffdc2,oh_3890832_-8257287,way/1180131726,tennis,court,,38.9083552,-82.5730555,23.9,11.3,76.1,1,0,0,False,False,False,,"[[-82.5730226, 38.9082388], [-82.5729609, 38.9084486], [-82.5730884, 38.9084715], [-82.5731501, 38.9082617]]"
oh_3890832_-8257287:f874f94,oh_3890832_-8257287,way/1180131727,tennis,court,,38.9083228,-82.5728681,23.9,11.3,76.1,1,0,0,False,False,False,,"[[-82.572835, 38.9082065], [-82.5727735, 38.9084162], [-82.5729011, 38.908439], [-82.5729626, 38.9082293]]"
oh_3890832_-8257287:f8711ac,oh_3890832_-8257287,way/1180131728,tennis,court,,38.9082869,-82.5726866,23.9,11.3,76.1,1,0,0,False,False,False,,"[[-82.5726537, 38.9081705], [-82.572592, 38.9083804], [-82.5727195, 38.9084033], [-82.5727812, 38.9081934]]"
oh_3892772_-8377921:ffb6b93,oh_3892772_-8377921,way/1481004211,tennis,court,,38.9277138,-83.7791176,23.9,11.2,84.7,1,0,0,False,False,False,,"[[-83.7790615, 38.9276032], [-83.7790444, 38.927818], [-83.7791738, 38.9278243], [-83.7791909, 38.9276095]]"
oh_3892772_-8377921:fb451f6,oh_3892772_-8377921,way/1481004207;way/1481004208;way/1481004209;way/1481004210,pickleball,court,,38.9277925,-83.7792796,23.8,15.8,174.7,2,2,0,True,False,False,pickleball_cluster,"[[-83.7791372, 38.9278569], [-83.7794107, 38.9278702], [-83.779422, 38.9277282], [-83.7791484, 38.9277149]]"
oh_3892772_-8377921:f906b9d,oh_3892772_-8377921,way/1481004207,pickleball,pb_child,oh_3892772_-8377921:fb451f6,38.927804,-83.7793242,13.6,6.3,84.2,1,0,0,False,False,False,,"[[-83.7792936, 38.9277409], [-83.7792826, 38.927863], [-83.7793548, 38.927867], [-83.7793658, 38.9277449]]"
oh_3892772_-8377921:fe979dd,oh_3892772_-8377921,way/1481004208,pickleball,pb_child,oh_3892772_-8377921:fb451f6,38.9278,-83.7792333,13.6,6.3,84.3,1,0,0,False,False,False,,"[[-83.7792027, 38.9277371], [-83.7791918, 38.9278591], [-83.779264, 38.927863], [-83.7792749, 38.927741]]"
oh_3892772_-8377921:f70cc70,oh_3892772_-8377921,way/1481004207;way/1481004208;way/1481004209;way/1481004210,pickleball,court,,38.9276506,-83.7792908,23.8,15.8,174.7,2,2,0,True,False,False,pickleball_cluster,"[[-83.7791484, 38.9277149], [-83.779422, 38.9277282], [-83.7794332, 38.9275862], [-83.7791597, 38.927573]]"
oh_3892772_-8377921:f01af9d,oh_3892772_-8377921,way/1481004209,pickleball,pb_child,oh_3892772_-8377921:f70cc70,38.9276392,-83.7792462,13.6,6.3,84.3,1,0,0,False,False,False,,"[[-83.7792155, 38.9275762], [-83.7792046, 38.9276982], [-83.7792768, 38.9277021], [-83.7792877, 38.9275801]]"
oh_3892772_-8377921:f6cc373,oh_3892772_-8377921,way/1481004210,pickleball,pb_child,oh_3892772_-8377921:f70cc70,38.927643,-83.7793369,13.6,6.3,84.3,1,0,0,False,False,False,,"[[-83.7793063, 38.9275801], [-83.7792954, 38.9277021], [-83.7793676, 38.927706], [-83.7793785, 38.927584]]"
oh_3893706_-8426303:fb67793,oh_3893706_-8426303,way/1323734549,tennis,court,,38.9370618,-84.2630318,34.3,18.3,111.8,1,0,0,False,False,False,,"[[-84.2628552, 38.9369539], [-84.2630152, 38.9372364], [-84.2632083, 38.9371697], [-84.2630483, 38.9368872]]"
oh_3893715_-8425821:f5c8f0c,oh_3893715_-8425821,way/1323994418,tennis,court,,38.937149,-84.2582146,33.9,16.7,117.1,1,0,0,False,False,False,,"[[-84.2580354, 38.9370523], [-84.2582259, 38.9373188], [-84.2583938, 38.9372456], [-84.2582033, 38.9369791]]"
oh_3895239_-8426873:fd7dbd7,oh_3895239_-8426873,way/1456802673,tennis,court,,38.9523862,-84.2688987,24.2,10.8,89.6,1,0,0,False,False,False,,"[[-84.2688324, 38.9522788], [-84.2688407, 38.9524965], [-84.2689649, 38.9524936], [-84.2689566, 38.9522759]]"
oh_3895239_-8426873:f9a93ae,oh_3895239_-8426873,way/1456802674,tennis,court,,38.9523896,-84.268727,24.1,11.0,89.2,1,0,0,False,False,False,,"[[-84.2686606, 38.9522822], [-84.2686668, 38.9524992], [-84.2687933, 38.952497], [-84.2687871, 38.95228]]"
oh_3895239_-8426873:f172b94,oh_3895239_-8426873,way/1456802675,tennis,court,,38.9523928,-84.2685615,24.2,11.0,88.3,1,0,0,False,False,False,,"[[-84.2684974, 38.9522842], [-84.268499, 38.952502], [-84.2686256, 38.9525014], [-84.268624, 38.9522836]]"
oh_3896184_-8411423:fbe405c,oh_3896184_-8411423,way/239860425,tennis,court,,38.9618379,-84.114233,34.0,19.1,95.6,1,0,0,False,False,False,,"[[-84.1140978, 38.9616975], [-84.1141497, 38.9620011], [-84.1143681, 38.9619783], [-84.1143162, 38.9616747]]"
oh_3896248_-8408355:f5705af,oh_3896248_-8408355,way/1481002911,tennis,court,,38.9625004,-84.0836356,24.0,11.2,73.4,1,0,0,False,False,False,,"[[-84.083608, 38.9623828], [-84.0835378, 38.9625923], [-84.0836631, 38.9626179], [-84.0837333, 38.9624084]]"
oh_3896248_-8408355:f930f58,oh_3896248_-8408355,way/1481002912,tennis,court,,38.9624664,-84.0834721,24.1,11.2,73.4,1,0,0,False,False,False,,"[[-84.0834446, 38.9623489], [-84.0833743, 38.9625584], [-84.0834996, 38.962584], [-84.0835699, 38.9623745]]"
oh_3896361_-8409384:fcea3b8,oh_3896361_-8409384,way/1481003003,tennis,court,,38.963605,-84.0940164,23.8,11.3,90.0,1,0,0,False,False,False,,"[[-84.0939469, 38.9634995], [-84.0939562, 38.9637138], [-84.0940859, 38.9637104], [-84.0940766, 38.9634961]]"
oh_3896361_-8409384:f4bc791,oh_3896361_-8409384,way/1481003004,tennis,court,,38.9636115,-84.0938383,23.8,11.3,90.0,1,0,0,False,False,False,,"[[-84.0937688, 38.963506], [-84.0937781, 38.9637203], [-84.0939078, 38.9637169], [-84.0938985, 38.9635026]]"
oh_3896361_-8409384:ff5679c,oh_3896361_-8409384,way/1481003005,tennis,court,,38.9636175,-84.09366,23.8,11.3,90.0,1,0,0,False,False,False,,"[[-84.0935905, 38.963512], [-84.0935998, 38.9637264], [-84.0937295, 38.963723], [-84.0937202, 38.9635086]]"
oh_3897572_-8425284:fb4eca6,oh_3897572_-8425284,way/1327877950,tennis,court,,38.9757218,-84.2528421,33.5,17.1,55.6,1,0,0,False,False,False,,"[[-84.2528621, 38.9755532], [-84.2526552, 38.975808], [-84.252822, 38.9758905], [-84.2530289, 38.9756357]]"
oh_3898015_-8428843:fc24a02,oh_3898015_-8428843,way/216274880,tennis,court,,38.9801463,-84.2884279,38.4,19.3,10.7,1,0,0,False,False,False,,"[[-84.2886191, 38.9800233], [-84.2881875, 38.9800996], [-84.2882367, 38.9802693], [-84.2886683, 38.980193]]"
oh_3898615_-8423224:faa4037,oh_3898615_-8423224,way/1481003482,tennis,court,,38.9861755,-84.2323166,23.9,11.1,67.4,1,0,0,False,False,False,,"[[-84.2323051, 38.986057], [-84.2322079, 38.9862588], [-84.2323282, 38.9862941], [-84.2324254, 38.9860923]]"
oh_3898615_-8423224:f94667c,oh_3898615_-8423224,way/1481003483,tennis,court,,38.9861298,-84.2321584,24.0,11.1,67.4,1,0,0,False,False,False,,"[[-84.2321468, 38.9860112], [-84.2320496, 38.9862131], [-84.23217, 38.9862484], [-84.2322672, 38.9860465]]"
oh_3899361_-8422214:f9a2a50,oh_3899361_-8422214,way/93305776,tennis,court,,38.9936117,-84.2221417,35.8,16.2,76.6,1,0,0,False,False,False,,"[[-84.2220905, 38.9934392], [-84.2220092, 38.9937553], [-84.2221929, 38.9937841], [-84.2222742, 38.993468]]"
oh_3899365_-8197214:f756d21,oh_3899365_-8197214,way/1065979531,tennis,court,,38.9936549,-81.9722176,24.0,11.0,81.9,1,0,0,False,False,False,,"[[-81.9721724, 38.9935414], [-81.9721365, 38.9937555], [-81.9722628, 38.9937684], [-81.9722987, 38.9935543]]"
oh_3899365_-8197214:f3bb456,oh_3899365_-8197214,way/1065979532,tennis,court,,38.9936414,-81.9720576,24.0,11.0,82.0,1,0,0,False,False,False,,"[[-81.9720123, 38.9935278], [-81.9719765, 38.993742], [-81.9721029, 38.9937549], [-81.9721387, 38.9935407]]"
oh_3899461_-8255687:fbe0507,oh_3899461_-8255687,way/1547735858,tennis,court,,38.9946077,-82.5568723,23.6,11.2,106.4,1,0,0,False,False,False,,"[[-82.55677, 38.9945212], [-82.5568512, 38.9947242], [-82.5569746, 38.9946941], [-82.5568934, 38.9944911]]"
oh_3899591_-8205964:f203042,oh_3899591_-8205964,way/329817855,tennis,court,,38.9959045,-82.0595473,36.2,16.4,86.1,1,0,0,False,False,False,,"[[-82.0594649, 38.9957375], [-82.0594411, 38.996063], [-82.0596298, 38.9960714], [-82.0596536, 38.9957459]]"
oh_3899591_-8205964:f4faf24,oh_3899591_-8205964,way/1152544597,tennis,court,,38.9959133,-82.0597311,36.1,15.6,85.9,1,0,0,False,False,False,,"[[-82.0596535, 38.9957468], [-82.0596285, 38.9960713], [-82.0598087, 38.9960798], [-82.0598337, 38.9957553]]"
oh_3900417_-8422192:fbcfb42,oh_3900417_-8422192,way/1318193094,tennis,court,,39.0041721,-84.2219242,30.4,12.4,83.1,1,0,0,False,False,False,,"[[-84.2218675, 39.0040311], [-84.221838, 39.0043036], [-84.2219809, 39.004313], [-84.2220104, 39.0040405]]"
oh_3900831_-8388296:f863bca,oh_3900831_-8388296,way/313041115,tennis,court,,39.0083139,-83.8829554,37.1,18.8,59.6,1,0,0,False,False,False,,"[[-83.8829625, 39.0081268], [-83.8827577, 39.00842], [-83.8829483, 39.008501], [-83.8831531, 39.0082078]]"
oh_3902461_-8303519:f04bcf6,oh_3902461_-8303519,way/1501586217,tennis,court,,39.0246081,-83.0351895,23.8,11.2,87.2,1,0,0,False,False,False,,"[[-83.0351286, 39.0244995], [-83.0351215, 39.0247141], [-83.0352503, 39.0247167], [-83.0352574, 39.0245021]]"
oh_3902923_-8427071:f7ec77a,oh_3902923_-8427071,way/1481003598,tennis,court,,39.0292639,-84.2706382,24.0,11.3,114.1,1,0,0,False,False,False,,"[[-84.2705185, 39.0291895], [-84.2706406, 39.0293832], [-84.270758, 39.0293382], [-84.2706359, 39.0291445]]"
oh_3902923_-8427071:f1ac0d5,oh_3902923_-8427071,way/1481003599,tennis,court,,39.0292045,-84.2707907,24.0,11.3,114.1,1,0,0,False,False,False,,"[[-84.270671, 39.0291301], [-84.2707931, 39.0293238], [-84.2709105, 39.0292788], [-84.2707884, 39.0290851]]"
oh_3903543_-8393910:f3e6156,oh_3903543_-8393910,way/636339249,tennis,court,,39.035556,-83.9387983,23.9,10.7,116.4,1,0,0,False,False,False,,"[[-83.9386785, 39.0354842], [-83.938809, 39.0356735], [-83.9389182, 39.0356277], [-83.9387877, 39.0354384]]"
oh_3903543_-8393910:f740432,oh_3903543_-8393910,way/636339250,tennis,court,,39.0354942,-83.9389467,23.9,10.8,116.4,1,0,0,False,False,False,,"[[-83.9388265, 39.0354226], [-83.938957, 39.0356119], [-83.939067, 39.0355658], [-83.9389365, 39.0353765]]"
oh_3903543_-8393910:f37d482,oh_3903543_-8393910,way/636339251,tennis,court,,39.0354324,-83.9390953,23.9,10.9,116.4,1,0,0,False,False,False,,"[[-83.9389747, 39.035361], [-83.9391052, 39.0355502], [-83.9392159, 39.0355038], [-83.9390854, 39.0353146]]"
oh_3903543_-8393910:f333980,oh_3903543_-8393910,way/636339252,tennis,court,,39.03537,-83.9392455,23.9,10.8,116.4,1,0,0,False,False,False,,"[[-83.9391252, 39.0352984], [-83.9392557, 39.0354877], [-83.9393658, 39.0354415], [-83.9392353, 39.0352522]]"
oh_3903543_-8393910:ff07dbe,oh_3903543_-8393910,way/636339253,tennis,court,,39.0353082,-83.9393938,23.9,10.7,116.4,1,0,0,False,False,False,,"[[-83.939274, 39.0352364], [-83.9394045, 39.0354257], [-83.9395135, 39.03538], [-83.939383, 39.0351907]]"
oh_3903552_-8427612:f2e548a,oh_3903552_-8427612,way/1447824519,tennis,court,,39.0355653,-84.2760535,24.0,11.4,119.4,1,0,0,False,False,False,,"[[-84.2759254, 39.0355], [-84.2760697, 39.035684], [-84.2761815, 39.0356307], [-84.2760372, 39.0354467]]"
oh_3903552_-8427612:f2b947b,oh_3903552_-8427612,way/1447824520,tennis,court,,39.0354658,-84.2761893,24.0,11.4,119.4,1,0,0,False,False,False,,"[[-84.2760612, 39.0354005], [-84.2762054, 39.0355845], [-84.2763174, 39.0355311], [-84.2761732, 39.0353471]]"
oh_3903659_-8263494:fd45193,oh_3903659_-8263494,way/1521460787,tennis,court,,39.0365932,-82.6349442,24.1,11.3,87.0,1,0,0,False,False,False,,"[[-82.6348839, 39.036483], [-82.6348742, 39.0366997], [-82.6350046, 39.0367033], [-82.6350143, 39.0364866]]"
oh_3904462_-8263853:fe745e2,oh_3904462_-8263853,way/1524226611,pickleball,court,,39.0446157,-82.6384454,13.5,6.3,81.8,1,1,0,False,False,False,,"[[-82.6384188, 39.0445518], [-82.6383994, 39.0446726], [-82.6384719, 39.0446797], [-82.6384913, 39.0445589]]"
oh_3904462_-8263853:f9a91f3,oh_3904462_-8263853,way/1524226612,pickleball,court,,39.044632,-82.6386099,13.5,6.3,81.8,1,1,0,False,False,False,,"[[-82.6385833, 39.044568], [-82.6385639, 39.0446889], [-82.6386365, 39.044696], [-82.6386559, 39.0445751]]"
oh_3904532_-8262858:fefd2c9,oh_3904532_-8262858,way/1180131739,tennis,court,,39.0454888,-82.6286545,24.0,11.5,84.9,1,0,0,False,False,False,,"[[-82.6285984, 39.0453774], [-82.6285785, 39.0455929], [-82.6287105, 39.0456003], [-82.6287304, 39.0453848]]"
oh_3904532_-8262858:f789366,oh_3904532_-8262858,way/1180131740,tennis,court,,39.0454789,-82.628486,24.0,11.4,84.9,1,0,0,False,False,False,,"[[-82.62843, 39.0453675], [-82.6284101, 39.045583], [-82.628542, 39.0455904], [-82.6285619, 39.0453749]]"
oh_3904532_-8262858:f1cbff1,oh_3904532_-8262858,way/1180131741,tennis,court,,39.045163,-82.6286823,24.0,11.4,84.9,1,0,0,False,False,False,,"[[-82.6286263, 39.0450516], [-82.6286064, 39.045267], [-82.6287383, 39.0452744], [-82.6287582, 39.045059]]"
oh_3904532_-8262858:f60ab6a,oh_3904532_-8262858,way/1180131742,tennis,court,,39.0451541,-82.6285101,24.0,11.4,84.9,1,0,0,False,False,False,,"[[-82.6284541, 39.0450427], [-82.6284342, 39.0452582], [-82.6285661, 39.0452656], [-82.628586, 39.0450501]]"
oh_3904940_-8435509:f7964a1,oh_3904940_-8435509,way/100953092,tennis,court,,39.0494039,-84.3550948,36.1,18.4,150.6,1,0,0,False,False,False,,"[[-84.3548612, 39.049403], [-84.3552312, 39.0495517], [-84.3553284, 39.0494047], [-84.3549584, 39.049256]]"
oh_3904966_-8434988:f0afb22,oh_3904966_-8434988,way/1485429351,tennis,court,,39.0495977,-84.3496736,23.9,11.0,68.4,1,0,0,False,False,False,,"[[-84.3496595, 39.0494798], [-84.3495676, 39.0496826], [-84.3496877, 39.0497157], [-84.3497796, 39.0495129]]"
oh_3904966_-8434988:f091ae6,oh_3904966_-8434988,way/1485429352,tennis,court,,39.0496552,-84.3498727,23.9,11.0,68.4,1,0,0,False,False,False,,"[[-84.3498585, 39.0495372], [-84.3497667, 39.04974], [-84.3498868, 39.0497731], [-84.3499786, 39.0495703]]"
oh_3904966_-8434988:f4da2e5,oh_3904966_-8434988,way/1485429353,tennis,court,,39.0496997,-84.3500343,23.9,11.0,68.4,1,0,0,False,False,False,,"[[-84.3500201, 39.0495818], [-84.3499283, 39.0497845], [-84.3500484, 39.0498176], [-84.3501402, 39.0496149]]"
oh_3904966_-8434988:f69cd6c,oh_3904966_-8434988,way/1485429354,tennis,court,,39.0497431,-84.3501951,23.9,11.0,68.4,1,0,0,False,False,False,,"[[-84.350181, 39.0496252], [-84.3500892, 39.0498279], [-84.3502093, 39.049861], [-84.3503011, 39.0496583]]"
oh_3904966_-8434988:fa6290a,oh_3904966_-8434988,way/1485429356,tennis,court,,39.0494747,-84.3495484,13.6,6.2,68.3,1,0,0,False,False,False,,"[[-84.3495412, 39.0494078], [-84.3494887, 39.049523], [-84.3495557, 39.0495416], [-84.3496082, 39.0494264]]"
oh_3904966_-8434988:f9d4eb3,oh_3904966_-8434988,way/1485429357,tennis,court,,39.0496409,-84.3494714,13.6,6.2,68.3,1,0,0,False,False,False,,"[[-84.349464, 39.049574], [-84.3494116, 39.0496891], [-84.3494787, 39.0497077], [-84.3495311, 39.0495926]]"
oh_3904969_-8262911:f202fcd,oh_3904969_-8262911,way/1518300356,tennis,court,,39.0496986,-82.6291898,24.0,11.2,84.1,1,0,0,False,False,False,,"[[-82.6291374, 39.0495865], [-82.6291138, 39.0498022], [-82.6292422, 39.0498107], [-82.6292658, 39.049595]]"
oh_3904969_-8262911:f2fbc9b,oh_3904969_-8262911,way/1518300357,tennis,court,,39.0496884,-82.6290196,24.0,11.2,84.1,1,0,0,False,False,False,,"[[-82.6289672, 39.0495763], [-82.6289436, 39.049792], [-82.629072, 39.0498005], [-82.6290956, 39.0495848]]"
oh_3904969_-8262911:fdb9953,oh_3904969_-8262911,way/1518300358,tennis,court,,39.0496768,-82.6288527,24.0,11.2,84.1,1,0,0,False,False,False,,"[[-82.6288002, 39.0495647], [-82.6287767, 39.0497804], [-82.6289051, 39.0497889], [-82.6289286, 39.0495732]]"
oh_3904969_-8262911:ff89324,oh_3904969_-8262911,way/1518300359,tennis,court,,39.049711,-82.6293596,24.0,11.2,84.1,1,0,0,False,False,False,,"[[-82.6293072, 39.0495989], [-82.6292836, 39.0498146], [-82.629412, 39.0498231], [-82.6294356, 39.0496074]]"
oh_3905531_-8430391:fe1fb45,oh_3905531_-8430391,way/233920943,tennis,court,,39.0553094,-84.3039079,35.9,18.7,94.8,1,0,0,False,False,False,,"[[-84.3037758, 39.055159], [-84.3038252, 39.0554798], [-84.3040399, 39.0554597], [-84.3039905, 39.0551389]]"
oh_3905654_-8406417:fabcfb8,oh_3905654_-8406417,way/131351350,tennis,court,,39.0564943,-84.0640796,32.3,18.1,54.4,2,0,0,True,False,False,,"[[-84.064096, 39.0563281], [-84.0638893, 39.05657], [-84.0640633, 39.0566604], [-84.06427, 39.0564185]]"
oh_3905654_-8406417:f5dd1cb,oh_3905654_-8406417,way/131351350,tennis,court,,39.0565846,-84.0642536,32.3,18.1,54.4,2,0,0,True,False,False,,"[[-84.06427, 39.0564185], [-84.0640633, 39.0566604], [-84.0642373, 39.0567508], [-84.064444, 39.0565089]]"
oh_3905694_-8431374:f258afb,oh_3905694_-8431374,way/100953363,tennis,court,,39.0569366,-84.3137446,39.3,20.5,117.8,1,0,0,False,False,False,,"[[-84.3135291, 39.0568288], [-84.3137552, 39.057136], [-84.3139602, 39.0570443], [-84.3137341, 39.0567371]]"
oh_3905696_-8433418:f7c4800,oh_3905696_-8433418,way/1434060374,tennis,court,,39.0571147,-84.3350128,24.0,11.2,80.4,1,0,0,False,False,False,,"[[-84.3349668, 39.0570009], [-84.3349308, 39.0572154], [-84.3350587, 39.0572285], [-84.3350947, 39.057014]]"
oh_3905696_-8433418:f8a4853,oh_3905696_-8433418,way/1434060375,tennis,court,,39.0570931,-84.3348024,24.0,11.2,80.4,1,0,0,False,False,False,,"[[-84.3347565, 39.0569793], [-84.3347205, 39.0571938], [-84.3348484, 39.0572069], [-84.3348844, 39.0569924]]"
oh_3905696_-8433418:f7f8e48,oh_3905696_-8433418,way/1434060376,tennis,court,,39.0570698,-84.3345928,24.0,11.2,80.4,1,0,0,False,False,False,,"[[-84.3345468, 39.056956], [-84.3345108, 39.0571705], [-84.3346387, 39.0571836], [-84.3346747, 39.0569691]]"
oh_3905696_-8433418:fb7fc62,oh_3905696_-8433418,way/1485429972,tennis,court,,39.0569214,-84.3337893,23.8,11.1,74.9,1,0,0,False,False,False,,"[[-84.3337578, 39.0568056], [-84.3336959, 39.0570146], [-84.3338208, 39.0570371], [-84.3338827, 39.0568281]]"
oh_3905696_-8433418:febc22a,oh_3905696_-8433418,way/1485429973,tennis,court,,39.0568882,-84.3336045,23.8,11.1,74.9,1,0,0,False,False,False,,"[[-84.3335729, 39.0567724], [-84.3335111, 39.0569815], [-84.3336361, 39.057004], [-84.3336979, 39.0567949]]"
oh_3905696_-8433418:fa03e0d,oh_3905696_-8433418,way/1485429974,tennis,court,,39.0568541,-84.3334246,23.8,11.1,74.9,1,0,0,False,False,False,,"[[-84.3333931, 39.0567383], [-84.3333312, 39.0569474], [-84.3334561, 39.0569699], [-84.333518, 39.0567608]]"
oh_3905696_-8433418:fd60621,oh_3905696_-8433418,way/529318913,pickleball,court,,39.0566987,-84.3339489,13.3,6.0,75.0,1,1,0,False,False,False,,"[[-84.3339321, 39.0566344], [-84.3338979, 39.0567508], [-84.3339657, 39.0567629], [-84.3339999, 39.0566465]]"
oh_3905696_-8433418:fa466b4,oh_3905696_-8433418,way/1493434720,pickleball,court,,39.0566827,-84.3338519,13.3,6.0,75.0,1,1,0,False,False,False,,"[[-84.333835, 39.0566184], [-84.3338009, 39.0567348], [-84.3338687, 39.0567469], [-84.3339028, 39.0566305]]"
oh_3906036_-8422960:fb0272c,oh_3906036_-8422960,way/1481003864,tennis,court,,39.0603558,-84.2297492,24.2,11.3,87.7,1,0,0,False,False,False,,"[[-84.2296846, 39.0602468], [-84.2296835, 39.0604645], [-84.2298137, 39.0604649], [-84.2298148, 39.0602472]]"
oh_3906036_-8422960:f3510d5,oh_3906036_-8422960,way/1481003865,tennis,court,,39.0603555,-84.2295954,24.2,11.3,87.7,1,0,0,False,False,False,,"[[-84.2295308, 39.0602465], [-84.2295297, 39.0604642], [-84.2296599, 39.0604646], [-84.229661, 39.0602469]]"
oh_3906036_-8422960:fda593d,oh_3906036_-8422960,way/1481003866,tennis,court,,39.0603555,-84.2294413,24.2,11.3,87.7,1,0,0,False,False,False,,"[[-84.2293768, 39.0602465], [-84.2293756, 39.0604642], [-84.2295058, 39.0604646], [-84.229507, 39.0602469]]"
oh_3906158_-8421528:fb676fd,oh_3906158_-8421528,way/717951683,pickleball,court,,39.0615265,-84.2153548,23.8,17.8,128.6,2,2,0,True,False,False,pickleball_cluster,"[[-84.2151874, 39.0614976], [-84.2153662, 39.0616599], [-84.2155223, 39.0615554], [-84.2153435, 39.0613931]]"
oh_3906158_-8421528:fc0835a,oh_3906158_-8421528,way/717951683,pickleball,pb_child,oh_3906158_-8421528:fb676fd,39.0614924,-84.2153173,17.8,9.1,38.6,4,0,0,True,False,False,,"[[-84.2153611, 39.0614091], [-84.215205, 39.0615136], [-84.2152735, 39.0615757], [-84.2154296, 39.0614712]]"
oh_3906158_-8421528:fc8e8dc,oh_3906158_-8421528,way/717951683,pickleball,pb_child,oh_3906158_-8421528:fb676fd,39.0615606,-84.2153924,17.8,9.1,38.6,4,0,0,True,False,False,,"[[-84.2154362, 39.0614772], [-84.2152801, 39.0615818], [-84.2153486, 39.0616439], [-84.2155047, 39.0615394]]"
oh_3906158_-8421528:fd807c6,oh_3906158_-8421528,way/717951683,pickleball,court,,39.061631,-84.2151988,23.8,17.8,128.6,2,2,0,True,False,False,pickleball_cluster,"[[-84.2150313, 39.0616021], [-84.2152101, 39.0617644], [-84.2153662, 39.0616599], [-84.2151874, 39.0614976]]"
