court_id,site_id,osm_ref,sport,role,parent_id,lat,lon,length_m,width_m,angle_deg,n_in_feature,n_children,n_overlay,subdivided,guessed,oversized,derived,ring
oh_3939654_-8454031:fd65407,oh_3939654_-8454031,way/33973117,tennis,court,,39.3967854,-84.540394,23.8,11.0,71.8,9,0,0,True,False,False,,"[[-84.5403708, 39.3966689], [-84.5402948, 39.3968746], [-84.5404172, 39.3969018], [-84.5404931, 39.3966962]]"
oh_3940001_-8410621:f942b55,oh_3940001_-8410621,way/1481009128,tennis,court,,39.3999753,-84.106124,24.4,11.2,59.8,1,0,0,False,False,False,,"[[-84.1061334, 39.3998546], [-84.1059996, 39.4000482], [-84.1061146, 39.400096], [-84.1062484, 39.3999025]]"
oh_3940001_-8410621:f2c566d,oh_3940001_-8410621,way/1481009129,tennis,court,,39.4000463,-84.1063053,24.4,11.2,59.8,1,0,0,False,False,False,,"[[-84.1063147, 39.3999256], [-84.1061809, 39.4001191], [-84.1062959, 39.400167], [-84.1064297, 39.3999735]]"
oh_3940079_-8139447:fb31379,oh_3940079_-8139447,way/1169397486,tennis,court,,39.400788,-81.3944683,23.7,10.8,79.4,1,0,0,False,False,False,,"[[-81.3944313, 39.4006739], [-81.3943816, 39.4008844], [-81.3945053, 39.400902], [-81.394555, 39.4006915]]"
oh_3940389_-8463511:f1a75fd,oh_3940389_-8463511,way/205732204,tennis,court,,39.4038927,-84.6351108,35.1,16.7,71.2,1,0,0,False,False,False,,"[[-84.6350758, 39.4037198], [-84.6349598, 39.4040228], [-84.6351458, 39.4040657], [-84.6352618, 39.4037626]]"
oh_3940518_-8449139:f84921e,oh_3940518_-8449139,way/1490866541,tennis,court,,39.4051897,-84.491492,23.9,11.0,84.4,1,0,0,False,False,False,,"[[-84.4914367, 39.4050795], [-84.4914203, 39.4052941], [-84.4915472, 39.4052999], [-84.4915636, 39.4050853]]"
oh_3940518_-8449139:fceb50c,oh_3940518_-8449139,way/1490866542,tennis,court,,39.4051797,-84.4912906,23.9,11.0,84.4,1,0,0,False,False,False,,"[[-84.4912352, 39.4050695], [-84.4912189, 39.4052841], [-84.4913459, 39.4052899], [-84.4913622, 39.4050753]]"
oh_3940843_-8387851:f74fb94,oh_3940843_-8387851,way/645946292,tennis,court,,39.4084267,-83.8785144,38.2,17.6,98.3,1,0,0,False,False,False,,"[[-83.8783747, 39.4082712], [-83.8784528, 39.4086101], [-83.878654, 39.4085822], [-83.8785759, 39.4082433]]"
oh_3940961_-8421241:fa09535,oh_3940961_-8421241,way/1490870437,tennis,court,,39.4094886,-84.2122112,23.8,11.2,83.0,1,0,0,False,False,False,,"[[-84.2121582, 39.4093776], [-84.2121342, 39.4095908], [-84.2122642, 39.4095996], [-84.2122882, 39.4093864]]"
oh_3940961_-8421241:f53a950,oh_3940961_-8421241,way/1490870438,tennis,court,,39.4095011,-84.2123805,23.8,11.2,82.9,1,0,0,False,False,False,,"[[-84.2123276, 39.4093901], [-84.2123035, 39.4096033], [-84.2124334, 39.4096121], [-84.2124575, 39.4093989]]"
oh_3940961_-8421241:fa08926,oh_3940961_-8421241,way/1490870439,tennis,court,,39.4098331,-84.2123443,23.8,11.2,82.9,1,0,0,False,False,False,,"[[-84.2122914, 39.4097221], [-84.2122673, 39.4099353], [-84.2123972, 39.4099441], [-84.2124213, 39.4097309]]"
oh_3940961_-8421241:fa61b0d,oh_3940961_-8421241,way/1490870440,tennis,court,,39.4098206,-84.2121749,23.8,11.2,83.0,1,0,0,False,False,False,,"[[-84.212122, 39.4097096], [-84.212098, 39.4099228], [-84.2122279, 39.4099316], [-84.2122519, 39.4097184]]"
oh_3940961_-8421241:f733abe,oh_3940961_-8421241,way/1490870441,tennis,court,,39.4095261,-84.2127618,23.8,11.2,83.0,1,0,0,False,False,False,,"[[-84.2127088, 39.4094151], [-84.2126848, 39.4096283], [-84.2128148, 39.4096371], [-84.2128388, 39.4094239]]"
oh_3940961_-8421241:f40ac9d,oh_3940961_-8421241,way/1490870442,tennis,court,,39.4095136,-84.2125924,23.8,11.2,83.0,1,0,0,False,False,False,,"[[-84.2125395, 39.4094026], [-84.2125154, 39.4096159], [-84.2126453, 39.4096247], [-84.2126694, 39.4094114]]"
oh_3941064_-8304045:f14cd12,oh_3941064_-8304045,way/1386355363,tennis,court,,39.4106446,-83.0404461,23.9,11.0,90.9,1,0,0,False,False,False,,"[[-83.0403771, 39.4105389], [-83.0403878, 39.410754], [-83.0405152, 39.4107502], [-83.0405045, 39.4105351]]"
oh_3941097_-8428181:f71be0e,oh_3941097_-8428181,way/98411524,tennis,court,,39.4109652,-84.2818126,37.7,19.6,91.6,1,0,0,False,False,False,,"[[-84.2816849, 39.4108017], [-84.2817131, 39.41114], [-84.2819404, 39.4111286], [-84.2819122, 39.4107903]]"
oh_3941121_-8452127:f63d871,oh_3941121_-8452127,way/154431082,tennis,court,,39.4112136,-84.5212677,28.0,20.6,96.3,1,0,0,False,False,False,,"[[-84.5211252, 39.4111027], [-84.5211736, 39.4113521], [-84.5214102, 39.4113245], [-84.5213618, 39.4110751]]"
oh_3941214_-8141923:f6d46f4,oh_3941214_-8141923,way/1069369507,tennis,court,,39.4120567,-81.4194299,23.8,11.2,48.9,1,0,0,False,False,False,,"[[-81.4194714, 39.4119426], [-81.4192905, 39.4121049], [-81.4193885, 39.4121707], [-81.4195694, 39.4120084]]"
oh_3941214_-8141923:f24e926,oh_3941214_-8141923,way/1069369508,tennis,court,,39.4119728,-81.4193036,23.8,11.2,48.9,1,0,0,False,False,False,,"[[-81.4193449, 39.4118588], [-81.4191641, 39.412021], [-81.4192622, 39.4120868], [-81.419443, 39.4119246]]"
oh_3941214_-8141923:fc8729f,oh_3941214_-8141923,way/1069369509,tennis,court,,39.4122257,-81.4190272,23.8,11.2,48.9,1,0,0,False,False,False,,"[[-81.4190685, 39.4121117], [-81.4188877, 39.4122739], [-81.4189858, 39.4123397], [-81.4191666, 39.4121775]]"
oh_3941214_-8141923:f545696,oh_3941214_-8141923,way/1069369510,tennis,court,,39.4123108,-81.4191622,23.8,11.2,48.9,1,0,0,False,False,False,,"[[-81.4192036, 39.4121968], [-81.4190228, 39.412359], [-81.4191209, 39.4124248], [-81.4193017, 39.4122626]]"
oh_3941359_-8439698:fdc9950,oh_3941359_-8439698,way/190400793,tennis,court,,39.4135949,-84.39698,26.0,13.4,83.1,1,0,0,False,False,False,,"[[-84.3969151, 39.4134735], [-84.3968903, 39.4137063], [-84.3970449, 39.4137162], [-84.3970697, 39.4134834]]"
oh_3941415_-8144832:f6ecd42,oh_3941415_-8144832,way/1059442917,tennis,court,,39.4144379,-81.4481917,22.5,10.1,127.9,1,0,0,False,False,False,,"[[-81.4480646, 39.4143863], [-81.4482266, 39.4145459], [-81.4483188, 39.4144896], [-81.4481568, 39.41433]]"
oh_3941415_-8144832:f168b3d,oh_3941415_-8144832,way/1059442918,tennis,court,,39.4143552,-81.4483262,22.5,10.1,127.9,1,0,0,False,False,False,,"[[-81.4481991, 39.4143036], [-81.4483611, 39.4144631], [-81.4484533, 39.4144068], [-81.4482914, 39.4142473]]"
oh_3941415_-8144832:f6b8589,oh_3941415_-8144832,way/1059442919,tennis,court,,39.4142019,-81.4485818,22.5,10.1,127.9,1,0,0,False,False,False,,"[[-81.4484547, 39.4141502], [-81.4486167, 39.4143098], [-81.4487089, 39.4142535], [-81.4485469, 39.4140939]]"
oh_3941415_-8144832:f4e0861,oh_3941415_-8144832,way/1059442920,tennis,court,,39.414124,-81.4487138,22.5,10.1,127.9,1,0,0,False,False,False,,"[[-81.4485867, 39.4140723], [-81.4487487, 39.4142319], [-81.4488409, 39.4141756], [-81.4486789, 39.414016]]"
oh_3941415_-8144832:ff2f923,oh_3941415_-8144832,way/1059442921,tennis,court,,39.4138655,-81.4484592,22.5,10.1,127.9,1,0,0,False,False,False,,"[[-81.4483321, 39.4138138], [-81.4484941, 39.4139734], [-81.4485863, 39.4139171], [-81.4484243, 39.4137575]]"
oh_3941415_-8144832:f2c14be,oh_3941415_-8144832,way/1059442922,tennis,court,,39.4139401,-81.4483251,22.5,10.1,127.9,1,0,0,False,False,False,,"[[-81.448198, 39.4138885], [-81.4483599, 39.4140481], [-81.4484522, 39.4139918], [-81.4482903, 39.4138322]]"
oh_3941415_-8144832:fab9a15,oh_3941415_-8144832,way/1059442923,tennis,court,,39.4140966,-81.4480653,22.5,10.1,127.9,1,0,0,False,False,False,,"[[-81.4479382, 39.414045], [-81.4481002, 39.4142046], [-81.4481924, 39.4141483], [-81.4480304, 39.4139887]]"
oh_3941415_-8144832:fdace72,oh_3941415_-8144832,way/1059442924,tennis,court,,39.4141833,-81.4479251,22.6,10.1,127.9,1,0,0,False,False,False,,"[[-81.4477979, 39.4141317], [-81.4479599, 39.4142913], [-81.4480522, 39.414235], [-81.4478902, 39.4140754]]"
oh_3941766_-8365030:fbefda6,oh_3941766_-8365030,way/1481004419,tennis,court,,39.4175704,-83.6504255,24.0,11.2,128.6,1,0,0,False,False,False,,"[[-83.6502858, 39.4175205], [-83.6504662, 39.4176854], [-83.6505653, 39.4176202], [-83.6503849, 39.4174553]]"
oh_3941766_-8365030:f488ae3,oh_3941766_-8365030,way/1481004420,tennis,court,,39.4176574,-83.6502951,24.0,11.2,128.7,1,0,0,False,False,False,,"[[-83.6501553, 39.4176076], [-83.6503359, 39.4177725], [-83.6504349, 39.4177073], [-83.6502543, 39.4175424]]"
oh_3941766_-8365030:f5d628c,oh_3941766_-8365030,way/1481004421,tennis,court,,39.4177438,-83.6501647,24.0,11.2,128.7,1,0,0,False,False,False,,"[[-83.6500249, 39.417694], [-83.6502055, 39.4178589], [-83.6503045, 39.4177937], [-83.6501239, 39.4176288]]"
oh_3941836_-8457322:fd00540,oh_3941836_-8457322,way/245644366,tennis,court,,39.4185247,-84.5732834,35.0,14.4,128.2,1,0,0,False,False,False,,"[[-84.5730881, 39.4184472], [-84.5733513, 39.4186866], [-84.5734788, 39.4186022], [-84.5732156, 39.4183629]]"
oh_3941836_-8457322:f0ed73b,oh_3941836_-8457322,way/521401986,tennis,court,,39.4184383,-84.573415,35.0,15.3,128.2,1,0,0,False,False,False,,"[[-84.5732159, 39.4183632], [-84.5734792, 39.4186026], [-84.5736141, 39.4185134], [-84.5733508, 39.418274]]"
oh_3941836_-8457322:f87d2cd,oh_3941836_-8457322,way/521401987,tennis,court,,39.4182819,-84.5730164,36.1,14.4,128.2,1,0,0,False,False,False,,"[[-84.5728169, 39.4182006], [-84.5730885, 39.4184475], [-84.5732159, 39.4183632], [-84.5729443, 39.4181163]]"
oh_3941836_-8457322:f5afcea,oh_3941836_-8457322,way/521401988,tennis,court,,39.4181956,-84.573148,36.1,15.3,128.2,1,0,0,False,False,False,,"[[-84.5729448, 39.4181167], [-84.5732164, 39.4183637], [-84.5733513, 39.4182744], [-84.5730797, 39.4180274]]"
oh_3941864_-8146970:f10f4a0,oh_3941864_-8146970,way/1059442570,tennis,court,,39.4184915,-81.4698713,24.0,11.3,37.3,1,0,0,False,False,False,,"[[-81.4699419, 39.4183852], [-81.4697208, 39.4185173], [-81.4698007, 39.4185977], [-81.4700218, 39.4184656]]"
oh_3941864_-8146970:f315f58,oh_3941864_-8146970,way/1059442571,tennis,court,,39.4183762,-81.4697636,24.0,11.3,37.3,1,0,0,False,False,False,,"[[-81.4698342, 39.41827], [-81.4696131, 39.4184021], [-81.469693, 39.4184825], [-81.4699141, 39.4183504]]"
oh_3941864_-8146970:f8cae18,oh_3941864_-8146970,way/1059442572,tennis,court,,39.418782,-81.4694876,23.1,11.8,50.3,1,0,0,False,False,False,,"[[-81.4695202, 39.418668], [-81.4693497, 39.4188288], [-81.4694551, 39.418896], [-81.4696256, 39.4187352]]"
oh_3941864_-8146970:fdb1959,oh_3941864_-8146970,way/1059442573,tennis,court,,39.418891,-81.4696589,23.1,11.8,50.3,1,0,0,False,False,False,,"[[-81.4696914, 39.418777], [-81.469521, 39.4189378], [-81.4696265, 39.419005], [-81.4697969, 39.4188442]]"
oh_3941981_-8415351:f20ca2b,oh_3941981_-8415351,way/224925223,tennis,court,,39.4198062,-84.1535138,36.4,18.0,80.2,1,0,0,False,False,False,,"[[-84.1534389, 39.4196328], [-84.1533814, 39.4199574], [-84.1535886, 39.4199795], [-84.1536461, 39.4196549]]"
oh_3942055_-8446925:fc4f829,oh_3942055_-8446925,way/88161871,tennis,court,,39.4204265,-84.4690507,36.6,18.3,52.6,3,0,0,True,False,False,,"[[-84.4690865, 39.4202444], [-84.4688415, 39.4205135], [-84.4690149, 39.4206085], [-84.46926, 39.4203395]]"
oh_3942055_-8446925:f0d7f63,oh_3942055_-8446925,way/88161871,tennis,court,,39.4205343,-84.4692476,36.6,18.3,52.6,3,0,0,True,False,False,,"[[-84.4692834, 39.4203523], [-84.4690383, 39.4206214], [-84.4692118, 39.4207164], [-84.4694569, 39.4204473]]"
oh_3942055_-8446925:f0f7953,oh_3942055_-8446925,way/88161871,tennis,court,,39.4206422,-84.4694445,36.6,18.3,52.6,3,0,0,True,False,False,,"[[-84.4694803, 39.4204602], [-84.4692352, 39.4207292], [-84.4694087, 39.4208243], [-84.4696537, 39.4205552]]"
oh_3942083_-8144369:f5b8365,oh_3942083_-8144369,way/1173761606,tennis,court,,39.4207885,-81.4439489,24.0,11.1,102.7,1,0,0,False,False,False,,"[[-81.4438546, 39.4206945], [-81.4439171, 39.4209049], [-81.4440432, 39.4208824], [-81.4439807, 39.420672]]"
oh_3942083_-8144369:fb1ab63,oh_3942083_-8144369,way/1173761607,tennis,court,,39.4208196,-81.4437755,24.0,11.1,102.7,1,0,0,False,False,False,,"[[-81.4436812, 39.4207256], [-81.4437437, 39.4209361], [-81.4438698, 39.4209136], [-81.4438073, 39.4207031]]"
oh_3942083_-8144369:f81154c,oh_3942083_-8144369,way/1173761608,tennis,court,,39.4208475,-81.4436034,24.0,11.1,102.7,1,0,0,False,False,False,,"[[-81.4435091, 39.4207535], [-81.4435716, 39.420964], [-81.4436977, 39.4209415], [-81.4436352, 39.420731]]"
oh_3942083_-8144369:fff2213,oh_3942083_-8144369,way/1173761609,tennis,court,,39.4208792,-81.4434353,24.0,11.1,102.7,1,0,0,False,False,False,,"[[-81.443341, 39.4207853], [-81.4434035, 39.4209957], [-81.4435296, 39.4209732], [-81.4434671, 39.4207628]]"
oh_3942221_-8449526:f708688,oh_3942221_-8449526,way/169314258,tennis,court,,39.4222129,-84.495262,37.4,25.2,96.0,1,0,0,False,False,False,,"[[-84.4950862, 39.4220627], [-84.4951484, 39.4223957], [-84.4954378, 39.4223632], [-84.4953756, 39.4220302]]"
oh_3942221_-8449526:fa96a1d,oh_3942221_-8449526,way/1433094441,tennis,court,,39.4222067,-84.495336,23.6,10.9,95.3,1,0,0,False,False,False,,"[[-84.4952556, 39.4221078], [-84.4952915, 39.4223185], [-84.4954164, 39.4223057], [-84.4953805, 39.422095]]"
oh_3942221_-8449526:fb6e321,oh_3942221_-8449526,way/1433094442,tennis,court,,39.4222223,-84.4951885,23.6,10.9,95.3,1,0,0,False,False,False,,"[[-84.495108, 39.4221234], [-84.495144, 39.422334], [-84.4952689, 39.4223212], [-84.4952329, 39.4221106]]"
oh_3942909_-8455466:fa82ead,oh_3942909_-8455466,way/205492277,tennis,court,,39.4287603,-84.5545454,36.6,18.3,88.7,6,0,0,True,False,False,,"[[-84.5544357, 39.428597], [-84.5544428, 39.4289264], [-84.5546552, 39.4289236], [-84.554648, 39.4285943]]"
oh_3942909_-8455466:f620657,oh_3942909_-8455466,way/205492277,tennis,court,,39.4287574,-84.5547681,36.6,18.3,88.7,6,0,0,True,False,False,,"[[-84.5546583, 39.4285941], [-84.5546655, 39.4289235], [-84.5548778, 39.4289207], [-84.5548707, 39.4285914]]"
oh_3942909_-8455466:f21f66f,oh_3942909_-8455466,way/205492277,tennis,court,,39.4290938,-84.5545526,36.6,18.3,88.7,6,0,0,True,False,False,,"[[-84.5544429, 39.4289305], [-84.55445, 39.4292599], [-84.5546624, 39.4292571], [-84.5546552, 39.4289278]]"
oh_3942909_-8455466:faeb252,oh_3942909_-8455466,way/205492277,tennis,court,,39.429091,-84.5547753,36.6,18.3,88.7,6,0,0,True,False,False,,"[[-84.5546655, 39.4289277], [-84.5546727, 39.429257], [-84.554885, 39.4292543], [-84.5548779, 39.4289249]]"
oh_3942909_-8455466:fcd8b11,oh_3942909_-8455466,way/205492277,tennis,court,,39.4294274,-84.5545598,36.6,18.3,88.7,6,0,0,True,False,False,,"[[-84.5544501, 39.4292641], [-84.5544572, 39.4295934], [-84.5546696, 39.4295907], [-84.5546624, 39.4292613]]"
oh_3942909_-8455466:ffb424c,oh_3942909_-8455466,way/205492277,tennis,court,,39.4294245,-84.5547825,36.6,18.3,88.7,6,0,0,True,False,False,,"[[-84.5546727, 39.4292612], [-84.5546799, 39.4295905], [-84.5548922, 39.4295878], [-84.5548851, 39.4292584]]"
oh_3943034_-8420435:fde36b6,oh_3943034_-8420435,way/1490416999,tennis,court,,39.4303554,-84.2048356,23.6,11.6,82.5,1,0,0,False,False,False,,"[[-84.2047815, 39.4302445], [-84.2047552, 39.4304563], [-84.2048897, 39.4304663], [-84.204916, 39.4302545]]"
oh_3943034_-8420435:f24d09e,oh_3943034_-8420435,way/1490417000,tennis,court,,39.430369,-84.2050029,23.6,11.6,82.5,1,0,0,False,False,False,,"[[-84.2049487, 39.4302581], [-84.2049225, 39.4304699], [-84.2050571, 39.4304799], [-84.2050833, 39.4302681]]"
oh_3943034_-8420435:f67b9e2,oh_3943034_-8420435,way/1490417001,tennis,court,,39.4303437,-84.2046654,23.6,11.6,82.5,1,0,0,False,False,False,,"[[-84.2046112, 39.4302328], [-84.204585, 39.4304446], [-84.2047196, 39.4304546], [-84.2047458, 39.4302428]]"
oh_3943034_-8420435:f9eff14,oh_3943034_-8420435,way/69210810,tennis,court,,39.4303241,-84.2038613,23.8,11.0,84.8,2,0,0,True,False,False,,"[[-84.2038054, 39.4302145], [-84.20379, 39.4304282], [-84.2039172, 39.4304337], [-84.2039325, 39.43022]]"
oh_3943034_-8420435:fb9d53b,oh_3943034_-8420435,way/69210810,tennis,court,,39.430332,-84.204044,23.8,11.0,84.8,2,0,0,True,False,False,,"[[-84.2039881, 39.4302224], [-84.2039727, 39.4304361], [-84.2040999, 39.4304415], [-84.2041152, 39.4302279]]"
oh_3943054_-8145959:fd68874,oh_3943054_-8145959,way/916322490,tennis,court,,39.4305391,-81.4595851,37.0,18.9,103.0,1,0,0,False,False,False,,"[[-81.459429, 39.4303963], [-81.4595279, 39.430721], [-81.4597411, 39.430682], [-81.4596422, 39.4303573]]"
oh_3943256_-8459678:fd7cee8,oh_3943256_-8459678,way/853049083,tennis,court,,39.4325581,-84.5967779,16.7,10.8,26.5,1,0,0,False,False,False,,"[[-84.5968328, 39.4324791], [-84.5966625, 39.4325518], [-84.596723, 39.4326371], [-84.5968933, 39.4325644]]"
oh_3943299_-8385172:faf83b7,oh_3943299_-8385172,way/1481004641,tennis,court,,39.432967,-83.8518092,24.0,11.2,109.5,1,0,0,False,False,False,,"[[-83.8516979, 39.4328845], [-83.8517991, 39.4330862], [-83.8519206, 39.4330495], [-83.8518194, 39.4328478]]"
oh_3943299_-8385172:fc229f6,oh_3943299_-8385172,way/1481004642,tennis,court,,39.4330187,-83.8516403,24.0,11.2,109.5,1,0,0,False,False,False,,"[[-83.851529, 39.4329362], [-83.8516302, 39.4331378], [-83.8517516, 39.4331012], [-83.8516504, 39.4328996]]"
oh_3943386_-8146916:f4872a7,oh_3943386_-8146916,way/1180131840,tennis,court,,39.4338651,-81.4692394,23.9,11.1,82.1,1,0,0,False,False,False,,"[[-81.4691939, 39.4337518], [-81.4691571, 39.4339652], [-81.4692848, 39.4339784], [-81.4693216, 39.433765]]"
oh_3943386_-8146916:ff2039d,oh_3943386_-8146916,way/1180131841,tennis,court,,39.4338481,-81.4690822,23.9,11.1,82.1,1,0,0,False,False,False,,"[[-81.4690367, 39.4337348], [-81.4689999, 39.4339483], [-81.4691276, 39.4339615], [-81.4691644, 39.433748]]"
oh_3943483_-8462839:f003d00,oh_3943483_-8462839,way/209316298,tennis,court,,39.4348258,-84.6283937,35.9,18.4,84.8,1,0,0,False,False,False,,"[[-84.6282976, 39.4346604], [-84.6282768, 39.4349829], [-84.6284898, 39.4349912], [-84.6285106, 39.4346687]]"
oh_3943996_-8381774:f07d4d2,oh_3943996_-8381774,way/105915669,tennis,court,,39.4396298,-83.8177603,36.6,18.3,175.8,5,0,0,True,False,False,,"[[-83.8175435, 39.439705], [-83.8179681, 39.4397188], [-83.817977, 39.4395546], [-83.8175524, 39.4395408]]"
oh_3943996_-8381774:f83fbec,oh_3943996_-8381774,way/105915669,tennis,court,,39.4397941,-83.8177514,36.6,18.3,175.8,5,0,0,True,False,False,,"[[-83.8175346, 39.4398693], [-83.8179593, 39.4398831], [-83.8179681, 39.4397188], [-83.8175435, 39.439705]]"
oh_3943996_-8381774:fa5a622,oh_3943996_-8381774,way/105915669,tennis,court,,39.4399583,-83.8177425,36.6,18.3,175.8,5,0,0,True,False,False,,"[[-83.8175257, 39.4400335], [-83.8179504, 39.4400473], [-83.8179593, 39.4398831], [-83.8175346, 39.4398693]]"
oh_3943996_-8381774:fdb149d,oh_3943996_-8381774,way/105915669,tennis,court,,39.4401226,-83.8177336,36.6,18.3,175.8,5,0,0,True,False,False,,"[[-83.8175169, 39.4401978], [-83.8179415, 39.4402116], [-83.8179504, 39.4400473], [-83.8175257, 39.4400335]]"
oh_3943996_-8381774:f0c418a,oh_3943996_-8381774,way/105915669,tennis,court,,39.4402868,-83.8177247,36.6,18.3,175.8,5,0,0,True,False,False,,"[[-83.817508, 39.440362], [-83.8179326, 39.4403758], [-83.8179415, 39.4402116], [-83.8175169, 39.4401978]]"
oh_3944111_-8380981:ff5e7f7,oh_3944111_-8380981,way/648312083,tennis,court,,39.4411142,-83.8098062,21.2,11.2,90.1,1,0,0,False,False,False,,"[[-83.8097372, 39.4410206], [-83.8097451, 39.441211], [-83.8098753, 39.4412078], [-83.8098674, 39.4410174]]"
oh_3944122_-8222194:f9600fe,oh_3944122_-8222194,way/463924512,tennis,court,,39.4411596,-82.2219152,22.8,11.2,18.2,1,0,0,False,False,False,,"[[-82.2220195, 39.4410784], [-82.2217686, 39.4411454], [-82.2218109, 39.4412407], [-82.2220618, 39.4411737]]"
oh_3944122_-8222194:f453167,oh_3944122_-8222194,way/463924513,tennis,court,,39.4412821,-82.221968,22.7,12.0,18.4,1,0,0,False,False,False,,"[[-82.2220699, 39.4411976], [-82.2218205, 39.441265], [-82.2218662, 39.4413667], [-82.2221156, 39.4412993]]"
oh_3944655_-8380894:fa37de6,oh_3944655_-8380894,way/558324778,tennis,court,,39.4465617,-83.8090251,23.1,11.0,77.4,1,0,0,False,False,False,,"[[-83.8089874, 39.4464502], [-83.8089373, 39.4466547], [-83.8090628, 39.4466732], [-83.8091129, 39.4464687]]"
oh_3944655_-8380894:f43e881,oh_3944655_-8380894,way/558324779,tennis,court,,39.4465375,-83.8088571,23.3,11.0,78.3,1,0,0,False,False,False,,"[[-83.8088172, 39.4464257], [-83.8087707, 39.4466322], [-83.808897, 39.4466493], [-83.8089435, 39.4464428]]"
oh_3944773_-8398436:f67ce7d,oh_3944773_-8398436,way/1311809116,tennis,court,,39.4476858,-83.9845212,23.9,10.7,107.1,1,0,0,False,False,False,,"[[-83.9844173, 39.4475999], [-83.9845074, 39.447803], [-83.9846252, 39.4477716], [-83.9845351, 39.4475685]]"
oh_3944773_-8398436:f4a86d8,oh_3944773_-8398436,way/1311809117,tennis,court,,39.4477286,-83.9843602,23.8,10.7,107.1,1,0,0,False,False,False,,"[[-83.9842563, 39.4476428], [-83.9843464, 39.4478458], [-83.9844642, 39.4478144], [-83.9843741, 39.4476114]]"
oh_3944773_-8398436:f74001f,oh_3944773_-8398436,way/1311809118,tennis,court,,39.447772,-83.9842,23.9,10.7,107.1,1,0,0,False,False,False,,"[[-83.9840961, 39.4476862], [-83.9841862, 39.4478893], [-83.9843039, 39.4478579], [-83.9842138, 39.4476548]]"
oh_3944927_-8384151:f3fa300,oh_3944927_-8384151,way/1481004485,tennis,court,,39.4494518,-83.841915,23.8,11.2,85.0,1,0,0,False,False,False,,"[[-83.8418576, 39.4493422], [-83.8418422, 39.4495558], [-83.8419724, 39.4495614], [-83.8419878, 39.4493478]]"
oh_3944927_-8384151:fdb81a1,oh_3944927_-8384151,way/1481004486,tennis,court,,39.4494434,-83.8417086,23.8,11.2,85.0,1,0,0,False,False,False,,"[[-83.8416512, 39.4493339], [-83.8416358, 39.4495474], [-83.841766, 39.449553], [-83.8417814, 39.4493395]]"
oh_3944927_-8384151:f53d901,oh_3944927_-8384151,way/1481004487,tennis,court,,39.4491141,-83.8417307,23.8,11.2,85.0,1,0,0,False,False,False,,"[[-83.8416734, 39.4490044], [-83.8416578, 39.449218], [-83.841788, 39.4492237], [-83.8418036, 39.4490101]]"
oh_3944927_-8384151:fc0236b,oh_3944927_-8384151,way/1481004488,tennis,court,,39.4491237,-83.8419383,23.8,11.2,85.0,1,0,0,False,False,False,,"[[-83.8418809, 39.4490141], [-83.8418655, 39.4492276], [-83.8419957, 39.4492332], [-83.8420111, 39.4490197]]"
oh_3944927_-8384151:f8b2c0b,oh_3944927_-8384151,way/1481004489,tennis,court,,39.4491052,-83.8415193,23.8,11.2,85.0,1,0,0,False,False,False,,"[[-83.841462, 39.4489956], [-83.8414465, 39.4492092], [-83.8415766, 39.4492149], [-83.8415921, 39.4490013]]"
oh_3944927_-8384151:f8fe2c5,oh_3944927_-8384151,way/1481004490,tennis,court,,39.4490963,-83.8413119,23.8,11.2,85.0,1,0,0,False,False,False,,"[[-83.8412546, 39.4489866], [-83.8412391, 39.4492002], [-83.8413692, 39.4492059], [-83.8413847, 39.4489923]]"
oh_3944927_-8384151:fcbe8ef,oh_3944927_-8384151,way/1481004491,tennis,court,,39.4490869,-83.8411019,23.8,11.2,85.0,1,0,0,False,False,False,,"[[-83.8410446, 39.4489773], [-83.8410291, 39.4491909], [-83.8411592, 39.4491966], [-83.8411747, 39.448983]]"
oh_3944927_-8384151:ff890ed,oh_3944927_-8384151,way/1481004492,tennis,court,,39.4494162,-83.8410778,23.8,11.2,85.0,1,0,0,False,False,False,,"[[-83.8410205, 39.4493066], [-83.841005, 39.4495202], [-83.8411351, 39.4495259], [-83.8411506, 39.4493123]]"
oh_3944927_-8384151:f335950,oh_3944927_-8384151,way/1481004493,tennis,court,,39.4494249,-83.8412882,23.8,11.2,85.0,1,0,0,False,False,False,,"[[-83.8412309, 39.4493152], [-83.8412154, 39.4495288], [-83.8413455, 39.4495345], [-83.841361, 39.4493209]]"
oh_3944927_-8384151:f5312bc,oh_3944927_-8384151,way/1481004494,tennis,court,,39.4494339,-83.8414952,23.8,11.2,85.0,1,0,0,False,False,False,,"[[-83.8414379, 39.4493242], [-83.8414224, 39.4495378], [-83.8415525, 39.4495435], [-83.841568, 39.4493299]]"
oh_3944984_-8438088:f1e6baf,oh_3944984_-8438088,way/1487790966,tennis,court,,39.4500172,-84.3810391,23.8,10.9,83.3,1,0,0,False,False,False,,"[[-84.3809872, 39.4499068], [-84.3809654, 39.45012], [-84.3810911, 39.4501277], [-84.3811129, 39.4499145]]"
oh_3944984_-8438088:f83a3ff,oh_3944984_-8438088,way/1487790967,tennis,court,,39.4500067,-84.3808671,23.8,10.9,83.3,1,0,0,False,False,False,,"[[-84.3808152, 39.4498961], [-84.3807933, 39.4501094], [-84.380919, 39.4501172], [-84.3809409, 39.4499039]]"
