court_id,site_id,county,from,to,year_from,year_to,confidence,n_courts_to,flagged,flag_reasons
oh_3975194_-8420770:c001,oh_3975194_-8420770,Montgomery,hybrid,tennis,2013,2019,0.72,1,True,reversion
oh_3975194_-8420770:c001,oh_3975194_-8420770,Montgomery,tennis,removed,2021,2023,0.362,1,True,low_confidence
oh_3975376_-8419256:c001,oh_3975376_-8419256,Montgomery,removed,tennis,2011,2013,0.597,1,True,low_confidence;reversion
oh_3975376_-8419256:c002,oh_3975376_-8419256,Montgomery,removed,hybrid,2011,2013,0.47,1,True,low_confidence;reversion
oh_3975376_-8419256:c002,oh_3975376_-8419256,Montgomery,hybrid,tennis,2013,2015,0.433,1,True,low_confidence;reversion
oh_3975376_-8419256:c004,oh_3975376_-8419256,Montgomery,removed,tennis,2011,2013,0.551,1,True,low_confidence;reversion
oh_3975376_-8419256:c010,oh_3975376_-8419256,Montgomery,tennis,removed,2013,2021,0.435,1,True,low_confidence
oh_3975376_-8419256:c011,oh_3975376_-8419256,Montgomery,hybrid,tennis,2013,2015,0.413,1,True,low_confidence;reversion
oh_3975376_-8419256:c012,oh_3975376_-8419256,Montgomery,hybrid,tennis,2013,2015,0.512,1,True,low_confidence;reversion
oh_3975376_-8419256:c014,oh_3975376_-8419256,Montgomery,tennis,removed,2013,2021,0.379,1,True,low_confidence
oh_3975422_-8381393:c006,oh_3975422_-8381393,Greene,tennis,hybrid,2011,2013,0.742,1,False,
oh_3975422_-8381393:c006,oh_3975422_-8381393,Greene,hybrid,tennis,2013,2015,0.793,1,True,reversion
oh_3975422_-8381393:c007,oh_3975422_-8381393,Greene,tennis,hybrid,2011,2013,0.815,1,False,
oh_3975422_-8381393:c007,oh_3975422_-8381393,Greene,hybrid,tennis,2013,2015,0.777,1,True,reversion
oh_3975707_-8417509:c001,oh_3975707_-8417509,Montgomery,removed,tennis,2013,2017,0.551,1,True,low_confidence;reversion
oh_3975707_-8417509:c002,oh_3975707_-8417509,Montgomery,removed,tennis,2013,2017,0.674,1,True,reversion
oh_3975707_-8417509:c003,oh_3975707_-8417509,Montgomery,removed,tennis,2013,2017,0.684,1,True,reversion
oh_3975877_-8405769:c001,oh_3975877_-8405769,Greene,tennis,removed,2021,2023,0.545,1,True,low_confidence
oh_3975917_-8110813:c001,oh_3975917_-8110813,Monroe,tennis,removed,2011,2013,0.569,1,True,low_confidence
oh_3975917_-8110813:c001,oh_3975917_-8110813,Monroe,removed,tennis,2015,2017,0.726,1,True,reversion
oh_3975917_-8110813:c002,oh_3975917_-8110813,Monroe,tennis,removed,2011,2013,0.609,1,False,
oh_3975917_-8110813:c002,oh_3975917_-8110813,Monroe,removed,tennis,2013,2015,0.407,1,True,low_confidence;reversion
oh_3976066_-8463874:c001,oh_3976066_-8463874,Preble,hybrid,tennis,2013,2015,0.596,1,True,low_confidence;reversion
oh_3976066_-8463874:c002,oh_3976066_-8463874,Preble,tennis,hybrid,2011,2013,0.709,1,False,
oh_3976066_-8463874:c002,oh_3976066_-8463874,Preble,hybrid,tennis,2013,2015,0.787,1,True,reversion
oh_3976260_-8403125:c001,oh_3976260_-8403125,Greene,removed,pickleball,2021,2023,0.306,,True,low_confidence;reversion
oh_3976260_-8403125:c002,oh_3976260_-8403125,Greene,tennis,removed,2021,2023,0.727,1,False,
oh_3976260_-8403125:c003,oh_3976260_-8403125,Greene,tennis,removed,2021,2023,0.492,1,True,low_confidence
oh_3976260_-8403125:c004,oh_3976260_-8403125,Greene,removed,tennis,2011,2013,0.698,1,True,reversion
oh_3976260_-8403125:c005,oh_3976260_-8403125,Greene,tennis,hybrid,2021,2023,0.393,1,True,low_confidence
oh_3976260_-8403125:c006,oh_3976260_-8403125,Greene,removed,tennis,2015,2019,0.663,1,True,reversion
oh_3976322_-8411818:c001,oh_3976322_-8411818,Montgomery,tennis,removed,2021,2023,0.526,1,True,low_confidence
oh_3976322_-8411818:c002,oh_3976322_-8411818,Montgomery,tennis,removed,2013,2019,0.292,1,True,low_confidence
oh_3976539_-8425989:c001,oh_3976539_-8425989,Montgomery,tennis,hybrid,2017,2019,0.536,1,True,low_confidence
oh_3976539_-8425989:c002,oh_3976539_-8425989,Montgomery,tennis,hybrid,2017,2019,0.548,1,True,low_confidence
oh_3976539_-8425989:c003,oh_3976539_-8425989,Montgomery,tennis,hybrid,2017,2019,0.689,1,False,
oh_3976539_-8425989:c004,oh_3976539_-8425989,Montgomery,tennis,hybrid,2017,2019,0.562,1,True,low_confidence
oh_3976539_-8425989:c005,oh_3976539_-8425989,Montgomery,tennis,hybrid,2017,2019,0.715,1,False,
oh_3976571_-8419992:c001,oh_3976571_-8419992,Montgomery,tennis,removed,2011,2013,0.41,1,True,low_confidence
oh_3976571_-8419992:c001,oh_3976571_-8419992,Montgomery,removed,pickleball,2017,2019,0.777,6,True,reversion
oh_3976571_-8419992:c001,oh_3976571_-8419992,Montgomery,pickleball,hybrid,2021,2023,0.518,1,True,low_confidence
oh_3976571_-8419992:c002,oh_3976571_-8419992,Montgomery,tennis,removed,2013,2017,0.464,1,True,low_confidence
oh_3976571_-8419992:c002,oh_3976571_-8419992,Montgomery,removed,pickleball,2017,2019,0.681,6,True,reversion
oh_3976571_-8419992:c002,oh_3976571_-8419992,Montgomery,pickleball,hybrid,2021,2023,0.353,1,True,low_confidence
oh_3976571_-8419992:c003,oh_3976571_-8419992,Montgomery,tennis,removed,2011,2013,0.596,1,True,low_confidence
oh_3976571_-8419992:c003,oh_3976571_-8419992,Montgomery,removed,tennis,2017,2019,0.763,1,True,reversion
oh_3976571_-8419992:c003,oh_3976571_-8419992,Montgomery,tennis,removed,2021,2023,0.366,1,True,low_confidence
oh_3976705_-8464528:c001,oh_3976705_-8464528,Preble,removed,tennis,2013,2015,0.469,1,True,low_confidence;reversion
oh_3976705_-8464528:c001,oh_3976705_-8464528,Preble,tennis,pickleball,2019,2021,0.596,,True,low_confidence
oh_3976705_-8464528:c001,oh_3976705_-8464528,Preble,pickleball,removed,2021,2023,0.591,1,True,low_confidence
oh_3976872_-8414450:c001,oh_3976872_-8414450,Montgomery,tennis,removed,2017,2019,0.405,1,True,low_confidence
oh_3977350_-8420461:c001,oh_3977350_-8420461,Montgomery,tennis,removed,2017,2019,0.499,1,True,low_confidence
oh_3977723_-8418023:c001,oh_3977723_-8418023,Montgomery,removed,pickleball,2017,2019,0.511,1,True,low_confidence;reversion
oh_3977723_-8418023:c001,oh_3977723_-8418023,Montgomery,pickleball,removed,2021,2023,0.762,1,False,
oh_3977723_-8418023:c002,oh_3977723_-8418023,Montgomery,removed,pickleball,2013,2019,0.882,1,True,reversion
oh_3977723_-8418023:c002,oh_3977723_-8418023,Montgomery,pickleball,removed,2021,2023,0.656,1,False,
oh_3977723_-8418023:c003,oh_3977723_-8418023,Montgomery,removed,pickleball,2015,2019,0.602,1,True,reversion
oh_3977723_-8418023:c003,oh_3977723_-8418023,Montgomery,pickleball,removed,2021,2023,0.461,1,True,low_confidence
oh_3977723_-8418023:c004,oh_3977723_-8418023,Montgomery,removed,pickleball,2017,2019,0.793,1,True,reversion
oh_3977723_-8418023:c005,oh_3977723_-8418023,Montgomery,removed,pickleball,2017,2019,0.779,1,True,reversion
oh_3977723_-8418023:c006,oh_3977723_-8418023,Montgomery,removed,pickleball,2017,2019,0.869,1,True,reversion
oh_3977723_-8418023:c006,oh_3977723_-8418023,Montgomery,pickleball,removed,2021,2023,0.493,1,True,low_confidence
oh_3977723_-8418023:c007,oh_3977723_-8418023,Montgomery,removed,pickleball,2017,2019,0.867,1,True,reversion
oh_3977723_-8418023:c008,oh_3977723_-8418023,Montgomery,removed,pickleball,2013,2019,0.623,1,True,reversion
oh_3977723_-8418023:c008,oh_3977723_-8418023,Montgomery,pickleball,removed,2021,2023,0.508,1,True,low_confidence
oh_3977826_-8412489:c001,oh_3977826_-8412489,Montgomery,tennis,hybrid,2011,2013,0.597,1,True,low_confidence
oh_3977826_-8412489:c001,oh_3977826_-8412489,Montgomery,hybrid,tennis,2013,2017,0.797,1,True,reversion
oh_3977876_-8407523:c001,oh_3977876_-8407523,Greene,tennis,hybrid,2011,2013,0.683,1,False,
oh_3977876_-8407523:c001,oh_3977876_-8407523,Greene,hybrid,tennis,2013,2017,0.452,1,True,low_confidence;reversion
oh_3977942_-8209827:c001,oh_3977942_-8209827,Perry,tennis,removed,2011,2013,0.869,1,False,
oh_3977942_-8209827:c001,oh_3977942_-8209827,Perry,removed,tennis,2013,2019,0.512,1,True,low_confidence;reversion
oh_3977942_-8209827:c001,oh_3977942_-8209827,Perry,tennis,removed,2019,2021,0.39,1,True,low_confidence
oh_3977942_-8209827:c002,oh_3977942_-8209827,Perry,tennis,hybrid,2019,2021,0.541,1,True,low_confidence
oh_3978092_-8416855:c001,oh_3978092_-8416855,Montgomery,removed,tennis,2013,2017,0.856,1,True,reversion
oh_3978092_-8416855:c002,oh_3978092_-8416855,Montgomery,removed,tennis,2013,2017,0.626,1,True,reversion
oh_3978136_-8418128:c002,oh_3978136_-8418128,Montgomery,pickleball,tennis,2019,2021,0.409,1,True,low_confidence;reversion
oh_3978136_-8418128:c002,oh_3978136_-8418128,Montgomery,tennis,removed,2021,2023,0.592,1,True,low_confidence
oh_3978394_-8404696:c001,oh_3978394_-8404696,Greene,tennis,hybrid,2017,2019,0.479,1,True,low_confidence
oh_3978394_-8404696:c002,oh_3978394_-8404696,Greene,tennis,hybrid,2019,2021,0.514,1,True,low_confidence
oh_3978394_-8404696:c003,oh_3978394_-8404696,Greene,tennis,hybrid,2019,2021,0.634,1,False,
oh_3978394_-8404696:c004,oh_3978394_-8404696,Greene,tennis,hybrid,2019,2021,0.489,1,True,low_confidence
oh_3978394_-8404696:c005,oh_3978394_-8404696,Greene,tennis,hybrid,2019,2021,0.518,1,True,low_confidence
oh_3978546_-8420199:c006,oh_3978546_-8420199,Montgomery,hybrid,tennis,2015,2017,0.562,1,True,low_confidence;reversion
oh_3978934_-8399215:c001,oh_3978934_-8399215,Greene,tennis,removed,2021,2023,0.614,1,False,
oh_3978962_-8426925:c001,oh_3978962_-8426925,Montgomery,tennis,removed,2019,2021,0.353,1,True,low_confidence
oh_3979134_-8430962:c001,oh_3979134_-8430962,Montgomery,tennis,hybrid,2013,2019,0.454,1,True,low_confidence
oh_3979134_-8430962:c001,oh_3979134_-8430962,Montgomery,hybrid,removed,2019,2021,0.739,1,False,
oh_3979134_-8430962:c002,oh_3979134_-8430962,Montgomery,tennis,hybrid,2013,2019,0.527,1,True,low_confidence
oh_3979134_-8430962:c003,oh_3979134_-8430962,Montgomery,tennis,hybrid,2011,2013,0.575,1,True,low_confidence
oh_3979134_-8430962:c003,oh_3979134_-8430962,Montgomery,hybrid,tennis,2013,2019,0.452,1,True,low_confidence;reversion
oh_3979134_-8430962:c004,oh_3979134_-8430962,Montgomery,tennis,removed,2019,2021,0.402,1,True,low_confidence
oh_3979358_-8421866:c001,oh_3979358_-8421866,Montgomery,tennis,hybrid,2017,2019,0.514,1,True,low_confidence
oh_3979358_-8421866:c001,oh_3979358_-8421866,Montgomery,hybrid,tennis,2019,2021,0.578,1,True,low_confidence;reversion
oh_3979358_-8421866:c002,oh_3979358_-8421866,Montgomery,tennis,hybrid,2015,2019,0.66,1,False,
oh_3979358_-8421866:c002,oh_3979358_-8421866,Montgomery,hybrid,tennis,2021,2023,0.599,1,True,low_confidence;reversion
oh_3979746_-8388928:c002,oh_3979746_-8388928,Greene,tennis,hybrid,2017,2023,0.461,1,True,low_confidence
oh_3979832_-8269034:c001,oh_3979832_-8269034,Fairfield,removed,tennis,2019,2021,0.847,1,True,reversion
oh_3979832_-8269034:c002,oh_3979832_-8269034,Fairfield,removed,tennis,2019,2021,0.856,1,True,reversion
oh_3979832_-8269034:c003,oh_3979832_-8269034,Fairfield,removed,tennis,2019,2021,0.82,1,True,reversion
oh_3979832_-8269034:c004,oh_3979832_-8269034,Fairfield,removed,tennis,2019,2021,0.835,1,True,reversion
oh_3979832_-8269034:c005,oh_3979832_-8269034,Fairfield,removed,tennis,2019,2021,0.832,1,True,reversion
oh_3979884_-8290074:c001,oh_3979884_-8290074,Pickaway,tennis,removed,2011,2013,0.706,1,False,
oh_3979884_-8290074:c001,oh_3979884_-8290074,Pickaway,removed,tennis,2013,2019,0.573,1,True,low_confidence;reversion
oh_3979884_-8290074:c001,oh_3979884_-8290074,Pickaway,tennis,removed,2021,2023,0.377,1,True,low_confidence
oh_3979929_-8401162:c001,oh_3979929_-8401162,Greene,hybrid,pickleball,2013,2015,0.566,,True,low_confidence
oh_3979929_-8401162:c001,oh_3979929_-8401162,Greene,pickleball,tennis,2015,2017,0.523,1,True,low_confidence;reversion
oh_3979929_-8401162:c001,oh_3979929_-8401162,Greene,tennis,hybrid,2017,2019,0.523,1,True,low_confidence
oh_3979929_-8401162:c002,oh_3979929_-8401162,Greene,pickleball,hybrid,2019,2021,0.369,1,True,low_confidence
oh_3980577_-8411944:c001,oh_3980577_-8411944,Montgomery,tennis,hybrid,2011,2013,0.446,1,True,low_confidence
oh_3980577_-8411944:c001,oh_3980577_-8411944,Montgomery,hybrid,tennis,2013,2017,0.515,1,True,low_confidence;reversion
oh_3980577_-8411944:c002,oh_3980577_-8411944,Montgomery,hybrid,tennis,2019,2021,0.511,1,True,low_confidence;reversion
oh_3980856_-8430841:c001,oh_3980856_-8430841,Montgomery,tennis,hybrid,2011,2013,0.648,1,False,
oh_3980856_-8430841:c001,oh_3980856_-8430841,Montgomery,hybrid,tennis,2013,2015,0.376,1,True,low_confidence;reversion
oh_3980856_-8430841:c002,oh_3980856_-8430841,Montgomery,tennis,hybrid,2011,2013,0.645,1,False,
oh_3980856_-8430841:c002,oh_3980856_-8430841,Montgomery,hybrid,tennis,2013,2015,0.475,1,True,low_confidence;reversion
oh_3980911_-8388779:c001,oh_3980911_-8388779,Greene,tennis,removed,2011,2013,0.47,1,True,low_confidence
oh_3981400_-8423140:c001,oh_3981400_-8423140,Montgomery,hybrid,tennis,2013,2019,0.352,1,True,low_confidence;reversion
oh_3981400_-8423140:c002,oh_3981400_-8423140,Montgomery,tennis,hybrid,2011,2013,0.649,1,False,
oh_3981400_-8423140:c002,oh_3981400_-8423140,Montgomery,hybrid,removed,2019,2021,0.466,1,True,low_confidence
oh_3981422_-8423604:c001,oh_3981422_-8423604,Montgomery,removed,tennis,2021,2023,0.686,1,True,reversion
oh_3981422_-8423604:c002,oh_3981422_-8423604,Montgomery,removed,tennis,2015,2017,0.612,1,True,reversion
oh_3981422_-8423604:c002,oh_3981422_-8423604,Montgomery,tennis,hybrid,2017,2019,0.591,1,True,low_confidence
oh_3981422_-8423604:c002,oh_3981422_-8423604,Montgomery,hybrid,tennis,2021,2023,0.761,1,True,reversion
oh_3981422_-8423604:c003,oh_3981422_-8423604,Montgomery,removed,tennis,2013,2015,0.482,1,True,low_confidence;reversion
oh_3981426_-8207466:c001,oh_3981426_-8207466,Perry,tennis,removed,2011,2013,0.505,1,True,low_confidence
oh_3981426_-8207466:c001,oh_3981426_-8207466,Perry,removed,hybrid,2013,2015,0.635,1,True,reversion
oh_3981426_-8207466:c001,oh_3981426_-8207466,Perry,hybrid,tennis,2015,2017,0.635,1,True,reversion
oh_3981426_-8207466:c001,oh_3981426_-8207466,Perry,tennis,hybrid,2017,2019,0.41,1,True,low_confidence
oh_3981426_-8207466:c001,oh_3981426_-8207466,Perry,hybrid,removed,2021,2023,0.74,1,False,
oh_3981932_-8429402:c001,oh_3981932_-8429402,Montgomery,tennis,removed,2017,2019,0.414,1,True,low_confidence
oh_3981968_-8430000:c001,oh_3981968_-8430000,Montgomery,tennis,removed,2013,2019,0.365,1,True,low_confidence
oh_3981968_-8430000:c002,oh_3981968_-8430000,Montgomery,tennis,removed,2019,2021,0.344,1,True,low_confidence
oh_3982346_-8422784:c002,oh_3982346_-8422784,Montgomery,tennis,removed,2021,2023,0.532,1,True,low_confidence
oh_3982470_-8428367:c001,oh_3982470_-8428367,Montgomery,tennis,hybrid,2017,2019,0.503,1,True,low_confidence
oh_3982470_-8428367:c001,oh_3982470_-8428367,Montgomery,hybrid,tennis,2019,2021,0.626,1,True,reversion
oh_3982906_-8363354:c001,oh_3982906_-8363354,Clark,tennis,hybrid,2021,2023,0.664,1,False,
oh_3982906_-8363354:c002,oh_3982906_-8363354,Clark,tennis,hybrid,2017,2019,0.679,1,False,
oh_3983274_-8441668:c001,oh_3983274_-8441668,Montgomery,tennis,removed,2013,2017,0.412,1,True,low_confidence
oh_3983274_-8441668:c002,oh_3983274_-8441668,Montgomery,tennis,removed,2013,2015,0.828,1,False,
oh_3983274_-8441668:c003,oh_3983274_-8441668,Montgomery,hybrid,removed,2013,2015,0.276,1,True,low_confidence
oh_3983274_-8441668:c004,oh_3983274_-8441668,Montgomery,hybrid,removed,2013,2015,0.435,1,True,low_confidence
oh_3983274_-8441668:c005,oh_3983274_-8441668,Montgomery,pickleball,removed,2013,2015,0.862,1,False,
oh_3983434_-8402291:c001,oh_3983434_-8402291,Greene,tennis,removed,2013,2019,0.801,1,False,
oh_3983434_-8402291:c002,oh_3983434_-8402291,Greene,tennis,removed,2013,2019,0.564,1,True,low_confidence
oh_3983434_-8402291:c003,oh_3983434_-8402291,Greene,tennis,removed,2013,2019,0.726,1,False,
oh_3983458_-8413711:c001,oh_3983458_-8413711,Montgomery,tennis,removed,2013,2019,0.453,1,True,low_confidence
oh_3983897_-8281119:c001,oh_3983897_-8281119,Franklin,removed,tennis,2011,2013,0.379,1,True,low_confidence;reversion
oh_3983897_-8281119:c002,oh_3983897_-8281119,Franklin,removed,tennis,2011,2013,0.292,1,True,low_confidence;reversion
oh_3983897_-8281119:c003,oh_3983897_-8281119,Franklin,removed,tennis,2011,2013,0.314,1,True,low_confidence;reversion
oh_3983897_-8281119:c004,oh_3983897_-8281119,Franklin,removed,tennis,2017,2019,0.562,1,True,low_confidence;reversion
oh_3983897_-8281119:c005,oh_3983897_-8281119,Franklin,removed,tennis,2015,2019,0.903,1,True,reversion
oh_3983897_-8281119:c006,oh_3983897_-8281119,Franklin,removed,tennis,2015,2019,0.862,1,True,reversion
oh_3984238_-8430793:c002,oh_3984238_-8430793,Montgomery,tennis,hybrid,2011,2013,0.637,1,False,
oh_3984238_-8430793:c002,oh_3984238_-8430793,Montgomery,hybrid,tennis,2013,2019,0.677,1,True,reversion
oh_3984276_-8425962:c001,oh_3984276_-8425962,Montgomery,tennis,removed,2011,2013,0.467,1,True,low_confidence
oh_3984494_-8421336:c002,oh_3984494_-8421336,Montgomery,tennis,hybrid,2021,2023,0.797,1,False,
oh_3984494_-8421336:c003,oh_3984494_-8421336,Montgomery,tennis,hybrid,2021,2023,0.414,1,True,low_confidence
oh_3984494_-8421336:c004,oh_3984494_-8421336,Montgomery,tennis,hybrid,2021,2023,0.742,1,False,
oh_3984494_-8421336:c006,oh_3984494_-8421336,Montgomery,tennis,hybrid,2011,2013,0.761,1,False,
oh_3984494_-8421336:c006,oh_3984494_-8421336,Montgomery,hybrid,tennis,2013,2015,0.489,1,True,low_confidence;reversion
oh_3984494_-8421336:c006,oh_3984494_-8421336,Montgomery,tennis,hybrid,2021,2023,0.524,1,True,low_confidence
oh_3984580_-8307415:c001,oh_3984580_-8307415,Franklin,tennis,removed,2011,2013,0.881,1,False,
oh_3984580_-8307415:c001,oh_3984580_-8307415,Franklin,removed,hybrid,2015,2019,0.765,1,True,reversion
oh_3984580_-8307415:c001,oh_3984580_-8307415,Franklin,hybrid,tennis,2019,2021,0.438,1,True,low_confidence;reversion
oh_3984580_-8307415:c002,oh_3984580_-8307415,Franklin,removed,hybrid,2019,2021,0.604,1,True,reversion
oh_3984580_-8307415:c002,oh_3984580_-8307415,Franklin,hybrid,removed,2021,2023,0.644,1,False,
oh_3984610_-8385416:c001,oh_3984610_-8385416,Clark,tennis,removed,2019,2021,0.531,1,True,low_confidence
oh_3984980_-8413037:c001,oh_3984980_-8413037,Montgomery,removed,pickleball,2013,2017,0.844,6,True,reversion
oh_3984980_-8413037:c002,oh_3984980_-8413037,Montgomery,removed,pickleball,2013,2017,0.857,4,True,reversion
oh_3984981_-8289389:c001,oh_3984981_-8289389,Franklin,hybrid,tennis,2013,2015,0.782,1,True,reversion
oh_3984981_-8289389:c001,oh_3984981_-8289389,Franklin,tennis,pickleball,2017,2019,0.43,,True,low_confidence
oh_3984981_-8289389:c001,oh_3984981_-8289389,Franklin,pickleball,hybrid,2019,2021,0.464,1,True,low_confidence
oh_3984981_-8289389:c002,oh_3984981_-8289389,Franklin,tennis,hybrid,2017,2019,0.606,1,False,
oh_3985007_-8418880:c001,oh_3985007_-8418880,Montgomery,tennis,removed,2019,2021,0.367,1,True,low_confidence
oh_3985368_-8427473:c001,oh_3985368_-8427473,Montgomery,tennis,removed,2021,2023,0.793,1,False,
oh_3985585_-8190901:c001,oh_3985585_-8190901,Muskingum,hybrid,removed,2011,2013,0.412,1,True,low_confidence
oh_3985585_-8190901:c001,oh_3985585_-8190901,Muskingum,removed,pickleball,2017,2023,0.245,1,True,low_confidence;reversion
oh_3985585_-8190901:c002,oh_3985585_-8190901,Muskingum,pickleball,removed,2011,2013,0.469,1,True,low_confidence
oh_3985585_-8190901:c002,oh_3985585_-8190901,Muskingum,removed,hybrid,2017,2021,0.279,1,True,low_confidence;reversion
oh_3985585_-8190901:c002,oh_3985585_-8190901,Muskingum,hybrid,removed,2021,2023,0.434,1,True,low_confidence
oh_3985872_-8289236:c001,oh_3985872_-8289236,Franklin,tennis,removed,2011,2013,0.473,1,True,low_confidence
oh_3985872_-8289236:c002,oh_3985872_-8289236,Franklin,hybrid,removed,2011,2013,0.614,1,False,
oh_3985872_-8289236:c003,oh_3985872_-8289236,Franklin,tennis,removed,2011,2013,0.617,1,False,
oh_3985872_-8289236:c004,oh_3985872_-8289236,Franklin,tennis,removed,2011,2013,0.745,1,False,
oh_3986294_-8430734:c001,oh_3986294_-8430734,Montgomery,tennis,hybrid,2019,2021,0.564,1,True,low_confidence
oh_3986294_-8430734:c001,oh_3986294_-8430734,Montgomery,hybrid,removed,2021,2023,0.589,1,True,low_confidence
oh_3986858_-8304896:c001,oh_3986858_-8304896,Franklin,tennis,removed,2011,2013,0.788,1,False,
oh_3986858_-8304896:c001,oh_3986858_-8304896,Franklin,removed,hybrid,2015,2017,0.528,1,True,low_confidence;reversion
oh_3986858_-8304896:c001,oh_3986858_-8304896,Franklin,hybrid,tennis,2017,2019,0.498,1,True,low_confidence;reversion
oh_3986858_-8304896:c001,oh_3986858_-8304896,Franklin,tennis,removed,2021,2023,0.899,1,False,
oh_3986858_-8304896:c002,oh_3986858_-8304896,Franklin,tennis,hybrid,2017,2019,0.39,1,True,low_confidence
oh_3986858_-8304896:c002,oh_3986858_-8304896,Franklin,hybrid,removed,2021,2023,0.709,1,False,
oh_3986939_-8378006:c003,oh_3986939_-8378006,Clark,tennis,hybrid,2011,2013,0.668,1,False,
oh_3986939_-8378006:c003,oh_3986939_-8378006,Clark,hybrid,tennis,2013,2015,0.713,1,True,reversion
oh_3987306_-8434346:c001,oh_3987306_-8434346,Montgomery,removed,hybrid,2011,2013,0.669,1,True,reversion
oh_3987306_-8434346:c001,oh_3987306_-8434346,Montgomery,hybrid,tennis,2013,2015,0.669,1,True,reversion
oh_3987306_-8434346:c002,oh_3987306_-8434346,Montgomery,removed,hybrid,2011,2013,0.768,1,True,reversion
oh_3987306_-8434346:c002,oh_3987306_-8434346,Montgomery,hybrid,tennis,2013,2015,0.633,1,True,reversion
oh_3987306_-8434346:c002,oh_3987306_-8434346,Montgomery,tennis,hybrid,2021,2023,0.642,1,False,
oh_3987306_-8434346:c003,oh_3987306_-8434346,Montgomery,removed,hybrid,2011,2013,0.693,1,True,reversion
oh_3987306_-8434346:c003,oh_3987306_-8434346,Montgomery,hybrid,tennis,2013,2015,0.608,1,True,reversion
oh_3987306_-8434346:c003,oh_3987306_-8434346,Montgomery,tennis,hybrid,2021,2023,0.722,1,False,
oh_3987306_-8434346:c004,oh_3987306_-8434346,Montgomery,removed,hybrid,2011,2013,0.754,1,True,reversion
oh_3987306_-8434346:c004,oh_3987306_-8434346,Montgomery,hybrid,tennis,2013,2015,0.701,1,True,reversion
oh_3987306_-8434346:c004,oh_3987306_-8434346,Montgomery,tennis,hybrid,2021,2023,0.495,1,True,low_confidence
oh_3987306_-8434346:c005,oh_3987306_-8434346,Montgomery,removed,hybrid,2011,2013,0.589,1,True,low_confidence;reversion
oh_3987306_-8434346:c005,oh_3987306_-8434346,Montgomery,hybrid,tennis,2013,2015,0.548,1,True,low_confidence;reversion
oh_3987306_-8434346:c005,oh_3987306_-8434346,Montgomery,tennis,removed,2021,2023,0.521,1,True,low_confidence
oh_3987306_-8434346:c006,oh_3987306_-8434346,Montgomery,removed,hybrid,2011,2013,0.872,1,True,reversion
oh_3987306_-8434346:c006,oh_3987306_-8434346,Montgomery,hybrid,tennis,2013,2015,0.463,1,True,low_confidence;reversion
oh_3987306_-8434346:c006,oh_3987306_-8434346,Montgomery,tennis,hybrid,2021,2023,0.448,1,True,low_confidence
oh_3987306_-8434346:c007,oh_3987306_-8434346,Montgomery,removed,hybrid,2011,2013,0.859,1,True,reversion
oh_3987306_-8434346:c007,oh_3987306_-8434346,Montgomery,hybrid,tennis,2013,2015,0.646,1,True,reversion
oh_3987306_-8434346:c007,oh_3987306_-8434346,Montgomery,tennis,hybrid,2021,2023,0.609,1,False,
oh_3987306_-8434346:c008,oh_3987306_-8434346,Montgomery,removed,hybrid,2011,2013,0.753,1,True,reversion
oh_3987306_-8434346:c008,oh_3987306_-8434346,Montgomery,hybrid,tennis,2013,2015,0.615,1,True,reversion
oh_3987306_-8434346:c008,oh_3987306_-8434346,Montgomery,tennis,hybrid,2021,2023,0.591,1,True,low_confidence
oh_3987424_-8309625:c001,oh_3987424_-8309625,Franklin,removed,pickleball,2017,2021,0.422,1,True,low_confidence;reversion
oh_3987424_-8309625:c002,oh_3987424_-8309625,Franklin,removed,pickleball,2017,2021,0.579,2,True,low_confidence;reversion
oh_3987424_-8309625:c003,oh_3987424_-8309625,Franklin,removed,pickleball,2017,2021,0.734,1,True,reversion
oh_3987424_-8309625:c004,oh_3987424_-8309625,Franklin,removed,pickleball,2015,2021,0.437,2,True,low_confidence;reversion
oh_3987470_-8406483:c001,oh_3987470_-8406483,Montgomery,tennis,removed,2011,2017,0.544,1,True,low_confidence
oh_3987819_-8274340:c001,oh_3987819_-8274340,Fairfield,tennis,hybrid,2019,2021,0.564,1,True,low_confidence
oh_3987819_-8274340:c003,oh_3987819_-8274340,Fairfield,tennis,pickleball,2021,2023,0.607,1,False,
oh_3987819_-8274340:c004,oh_3987819_-8274340,Fairfield,tennis,pickleball,2021,2023,0.626,1,False,
oh_3987947_-8191399:c001,oh_3987947_-8191399,Muskingum,removed,tennis,2017,2019,0.758,1,True,reversion
oh_3987947_-8191399:c001,oh_3987947_-8191399,Muskingum,tennis,removed,2021,2023,0.57,1,True,low_confidence
oh_3987947_-8191399:c002,oh_3987947_-8191399,Muskingum,removed,hybrid,2019,2021,0.297,1,True,low_confidence;reversion
oh_3987947_-8191399:c002,oh_3987947_-8191399,Muskingum,hybrid,removed,2021,2023,0.583,1,True,low_confidence
oh_3988081_-8421509:c003,oh_3988081_-8421509,Montgomery,tennis,hybrid,2011,2013,0.773,1,False,
oh_3988081_-8421509:c003,oh_3988081_-8421509,Montgomery,hybrid,tennis,2013,2015,0.831,1,True,reversion
oh_3988081_-8421509:c005,oh_3988081_-8421509,Montgomery,tennis,hybrid,2011,2013,0.858,1,False,
oh_3988081_-8421509:c005,oh_3988081_-8421509,Montgomery,hybrid,tennis,2013,2015,0.431,1,True,low_confidence;reversion
