court_id,site_id,county,from,to,year_from,year_to,confidence,n_courts_to,flagged,flag_reasons
oh_3930005_-8429267:c001,oh_3930005_-8429267,Warren,pickleball,hybrid,2017,2019,0.621,1,False,
oh_3930435_-8456228:c001,oh_3930435_-8456228,Hamilton,tennis,removed,2019,2021,0.622,1,False,
oh_3930530_-8440494:c003,oh_3930530_-8440494,Butler,tennis,hybrid,2019,2021,0.503,1,True,low_confidence
oh_3930530_-8440494:c004,oh_3930530_-8440494,Butler,tennis,hybrid,2019,2021,0.589,1,True,low_confidence
oh_3930598_-8459923:c001,oh_3930598_-8459923,Hamilton,tennis,hybrid,2019,2021,0.498,1,True,low_confidence
oh_3930598_-8459923:c001,oh_3930598_-8459923,Hamilton,hybrid,removed,2021,2023,0.852,1,False,
oh_3930649_-8432928:c001,oh_3930649_-8432928,Warren,tennis,hybrid,2021,2023,0.591,1,True,low_confidence
oh_3930649_-8432928:c003,oh_3930649_-8432928,Warren,tennis,hybrid,2019,2021,0.408,1,True,low_confidence
oh_3930662_-8166556:c001,oh_3930662_-8166556,Washington,tennis,removed,2020,2022,0.448,1,True,low_confidence
oh_3930729_-8427396:c001,oh_3930729_-8427396,Warren,tennis,removed,2019,2023,0.369,1,True,low_confidence
oh_3930729_-8427396:c002,oh_3930729_-8427396,Warren,removed,tennis,2013,2017,0.681,1,True,reversion
oh_3930729_-8427396:c002,oh_3930729_-8427396,Warren,tennis,removed,2017,2019,0.825,1,False,
oh_3930762_-8450045:c001,oh_3930762_-8450045,Butler,tennis,hybrid,2011,2013,0.887,1,False,
oh_3930762_-8450045:c001,oh_3930762_-8450045,Butler,hybrid,tennis,2015,2019,0.448,1,True,low_confidence;reversion
oh_3930762_-8450045:c001,oh_3930762_-8450045,Butler,tennis,removed,2021,2023,0.567,1,True,low_confidence
oh_3930806_-8450698:c001,oh_3930806_-8450698,Butler,tennis,removed,2015,2019,0.563,1,True,low_confidence
oh_3930925_-8429106:c001,oh_3930925_-8429106,Warren,tennis,hybrid,2021,2023,0.402,1,True,low_confidence
oh_3930925_-8429106:c002,oh_3930925_-8429106,Warren,tennis,hybrid,2021,2023,0.826,1,False,
oh_3931035_-8450494:c001,oh_3931035_-8450494,Butler,tennis,pickleball,2017,2023,0.815,3,False,
oh_3931035_-8450494:c002,oh_3931035_-8450494,Butler,tennis,removed,2017,2021,0.794,1,False,
oh_3931035_-8450494:c002,oh_3931035_-8450494,Butler,removed,pickleball,2021,2023,0.92,3,True,reversion
oh_3931508_-8426244:c001,oh_3931508_-8426244,Warren,hybrid,tennis,2013,2015,0.766,1,True,reversion
oh_3931508_-8426244:c001,oh_3931508_-8426244,Warren,tennis,hybrid,2017,2019,0.449,1,True,low_confidence
oh_3931508_-8426244:c002,oh_3931508_-8426244,Warren,hybrid,tennis,2011,2013,0.47,1,True,low_confidence;reversion
oh_3931508_-8426244:c002,oh_3931508_-8426244,Warren,tennis,removed,2019,2021,0.459,1,True,low_confidence
oh_3931508_-8426244:c002,oh_3931508_-8426244,Warren,removed,tennis,2021,2023,0.56,1,True,low_confidence;reversion
oh_3931603_-8427097:c001,oh_3931603_-8427097,Warren,tennis,hybrid,2017,2019,0.811,1,False,
oh_3931603_-8427097:c001,oh_3931603_-8427097,Warren,hybrid,tennis,2021,2023,0.589,1,True,low_confidence;reversion
oh_3931603_-8431550:c001,oh_3931603_-8431550,Warren,tennis,hybrid,2019,2021,0.374,1,True,low_confidence
oh_3931610_-8442143:c001,oh_3931610_-8442143,Butler,removed,tennis,2015,2017,0.464,1,True,low_confidence;reversion
oh_3931623_-8428146:c001,oh_3931623_-8428146,Warren,tennis,pickleball,2021,2023,0.703,,False,
oh_3931623_-8428146:c002,oh_3931623_-8428146,Warren,tennis,hybrid,2011,2013,0.699,1,False,
oh_3931623_-8428146:c002,oh_3931623_-8428146,Warren,hybrid,tennis,2019,2021,0.487,1,True,low_confidence;reversion
oh_3931623_-8428146:c002,oh_3931623_-8428146,Warren,tennis,pickleball,2021,2023,0.532,,True,low_confidence
oh_3931645_-8444478:c001,oh_3931645_-8444478,Butler,tennis,removed,2015,2017,0.658,1,False,
oh_3931645_-8444478:c001,oh_3931645_-8444478,Butler,removed,tennis,2017,2019,0.64,1,True,reversion
oh_3931667_-8430311:c001,oh_3931667_-8430311,Warren,tennis,pickleball,2011,2013,0.393,,True,low_confidence
oh_3931667_-8430311:c001,oh_3931667_-8430311,Warren,pickleball,tennis,2013,2019,0.446,1,True,low_confidence;reversion
oh_3931667_-8430311:c001,oh_3931667_-8430311,Warren,tennis,removed,2019,2021,0.446,1,True,low_confidence
oh_3931698_-8457242:c001,oh_3931698_-8457242,Butler,removed,pickleball,2021,2023,0.939,2,True,reversion
oh_3931698_-8457242:c002,oh_3931698_-8457242,Butler,removed,pickleball,2021,2023,0.872,2,True,reversion
oh_3931698_-8457242:c003,oh_3931698_-8457242,Butler,removed,pickleball,2021,2023,0.94,4,True,reversion
oh_3931808_-8451108:c002,oh_3931808_-8451108,Butler,tennis,pickleball,2013,2019,0.846,1,False,
oh_3931808_-8451108:c003,oh_3931808_-8451108,Butler,tennis,pickleball,2013,2019,0.928,1,False,
oh_3931846_-8428896:c001,oh_3931846_-8428896,Warren,tennis,hybrid,2013,2017,0.513,1,True,low_confidence
oh_3931846_-8428896:c001,oh_3931846_-8428896,Warren,hybrid,tennis,2017,2019,0.436,1,True,low_confidence;reversion
oh_3932055_-8432269:c001,oh_3932055_-8432269,Warren,tennis,hybrid,2013,2015,0.398,1,True,low_confidence
oh_3932055_-8432269:c001,oh_3932055_-8432269,Warren,hybrid,tennis,2015,2017,0.398,1,True,low_confidence;reversion
oh_3932113_-8209757:c002,oh_3932113_-8209757,Athens,tennis,hybrid,2011,2013,0.729,1,False,
oh_3932113_-8209757:c002,oh_3932113_-8209757,Athens,hybrid,tennis,2013,2015,0.575,1,True,low_confidence;reversion
oh_3932113_-8209757:c004,oh_3932113_-8209757,Athens,tennis,hybrid,2011,2013,0.828,1,False,
oh_3932113_-8209757:c004,oh_3932113_-8209757,Athens,hybrid,tennis,2013,2015,0.47,1,True,low_confidence;reversion
oh_3932113_-8209757:c005,oh_3932113_-8209757,Athens,tennis,hybrid,2011,2013,0.731,1,False,
oh_3932113_-8209757:c005,oh_3932113_-8209757,Athens,hybrid,tennis,2015,2017,0.756,1,True,reversion
oh_3932452_-8453353:c001,oh_3932452_-8453353,Butler,removed,hybrid,2017,2019,0.399,1,True,low_confidence;reversion
oh_3932452_-8453353:c001,oh_3932452_-8453353,Butler,hybrid,removed,2019,2021,0.734,1,False,
oh_3932508_-8455465:c001,oh_3932508_-8455465,Butler,tennis,hybrid,2015,2021,0.593,1,True,low_confidence
oh_3932508_-8455465:c002,oh_3932508_-8455465,Butler,tennis,hybrid,2019,2021,0.45,1,True,low_confidence
oh_3932508_-8455465:c003,oh_3932508_-8455465,Butler,tennis,hybrid,2021,2023,0.654,1,False,
oh_3932508_-8455465:c004,oh_3932508_-8455465,Butler,tennis,hybrid,2019,2021,0.473,1,True,low_confidence
oh_3932508_-8455465:c005,oh_3932508_-8455465,Butler,tennis,hybrid,2017,2021,0.601,1,False,
oh_3932516_-8434071:c001,oh_3932516_-8434071,Warren,tennis,hybrid,2011,2013,0.837,1,False,
oh_3932516_-8434071:c001,oh_3932516_-8434071,Warren,hybrid,tennis,2013,2015,0.73,1,True,reversion
oh_3932593_-8368573:c001,oh_3932593_-8368573,Clinton,hybrid,tennis,2011,2013,0.624,1,True,reversion
oh_3932673_-8430022:c001,oh_3932673_-8430022,Warren,tennis,hybrid,2021,2023,0.838,1,False,
oh_3933014_-8300224:c001,oh_3933014_-8300224,Ross,tennis,hybrid,2011,2013,0.811,1,False,
oh_3933014_-8300224:c001,oh_3933014_-8300224,Ross,hybrid,tennis,2013,2015,0.695,1,True,reversion
oh_3933014_-8300224:c001,oh_3933014_-8300224,Ross,tennis,removed,2021,2023,0.437,1,True,low_confidence
oh_3933014_-8300224:c002,oh_3933014_-8300224,Ross,tennis,hybrid,2011,2013,0.7,1,False,
oh_3933014_-8300224:c002,oh_3933014_-8300224,Ross,hybrid,tennis,2017,2019,0.817,1,True,reversion
oh_3933014_-8300224:c003,oh_3933014_-8300224,Ross,tennis,hybrid,2011,2013,0.748,1,False,
oh_3933014_-8300224:c003,oh_3933014_-8300224,Ross,hybrid,tennis,2015,2017,0.446,1,True,low_confidence;reversion
oh_3933014_-8300224:c004,oh_3933014_-8300224,Ross,tennis,hybrid,2011,2013,0.854,1,False,
oh_3933014_-8300224:c004,oh_3933014_-8300224,Ross,hybrid,tennis,2015,2017,0.48,1,True,low_confidence;reversion
oh_3933014_-8300224:c004,oh_3933014_-8300224,Ross,tennis,removed,2021,2023,0.389,1,True,low_confidence
oh_3933014_-8300224:c005,oh_3933014_-8300224,Ross,tennis,hybrid,2011,2013,0.858,1,False,
oh_3933014_-8300224:c005,oh_3933014_-8300224,Ross,hybrid,tennis,2013,2015,0.675,1,True,reversion
oh_3933076_-8427797:c001,oh_3933076_-8427797,Warren,tennis,removed,2019,2021,0.354,1,True,low_confidence
oh_3933531_-8437778:c002,oh_3933531_-8437778,Butler,pickleball,hybrid,2021,2023,0.613,1,False,
oh_3933640_-8423550:c001,oh_3933640_-8423550,Warren,tennis,pickleball,2019,2021,0.389,,True,low_confidence
oh_3933668_-8453549:c001,oh_3933668_-8453549,Butler,tennis,hybrid,2015,2019,0.367,1,True,low_confidence
oh_3933903_-8424287:c001,oh_3933903_-8424287,Warren,hybrid,pickleball,2013,2015,0.387,,True,low_confidence
oh_3933903_-8424287:c002,oh_3933903_-8424287,Warren,pickleball,hybrid,2017,2019,0.636,1,False,
oh_3933903_-8424287:c002,oh_3933903_-8424287,Warren,hybrid,pickleball,2019,2021,0.82,,False,
oh_3934001_-8458543:c001,oh_3934001_-8458543,Butler,pickleball,hybrid,2021,2023,0.658,1,False,
oh_3934001_-8458543:c002,oh_3934001_-8458543,Butler,pickleball,hybrid,2019,2021,0.685,1,False,
oh_3934001_-8458543:c003,oh_3934001_-8458543,Butler,pickleball,hybrid,2021,2023,0.546,1,True,low_confidence
oh_3934001_-8458543:c004,oh_3934001_-8458543,Butler,pickleball,hybrid,2019,2021,0.567,1,True,low_confidence
oh_3934017_-8430163:c002,oh_3934017_-8430163,Warren,hybrid,tennis,2013,2017,0.599,1,True,low_confidence;reversion
oh_3934133_-8437411:c001,oh_3934133_-8437411,Butler,tennis,removed,2013,2019,0.622,1,False,
oh_3934133_-8437411:c002,oh_3934133_-8437411,Butler,tennis,removed,2011,2013,0.405,1,True,low_confidence
oh_3934133_-8437411:c003,oh_3934133_-8437411,Butler,tennis,removed,2013,2021,0.492,1,True,low_confidence
oh_3934257_-8434321:c001,oh_3934257_-8434321,Warren,hybrid,removed,2011,2013,0.647,1,False,
oh_3934257_-8434321:c001,oh_3934257_-8434321,Warren,removed,hybrid,2019,2021,0.281,1,True,low_confidence;reversion
oh_3934274_-8456196:c001,oh_3934274_-8456196,Butler,hybrid,tennis,2013,2017,0.649,1,True,reversion
oh_3934300_-8436307:c001,oh_3934300_-8436307,Butler,tennis,hybrid,2021,2023,0.787,1,False,
oh_3934300_-8436307:c002,oh_3934300_-8436307,Butler,tennis,hybrid,2011,2013,0.859,1,False,
oh_3934300_-8436307:c002,oh_3934300_-8436307,Butler,hybrid,tennis,2013,2015,0.893,1,True,reversion
oh_3934300_-8436307:c002,oh_3934300_-8436307,Butler,tennis,hybrid,2021,2023,0.588,1,True,low_confidence
oh_3934300_-8436307:c003,oh_3934300_-8436307,Butler,tennis,hybrid,2021,2023,0.75,1,False,
oh_3934300_-8436307:c004,oh_3934300_-8436307,Butler,tennis,hybrid,2021,2023,0.888,1,False,
oh_3934300_-8436307:c005,oh_3934300_-8436307,Butler,tennis,hybrid,2021,2023,0.828,1,False,
oh_3934300_-8436307:c006,oh_3934300_-8436307,Butler,tennis,hybrid,2021,2023,0.869,1,False,
oh_3934315_-8441805:c001,oh_3934315_-8441805,Butler,tennis,removed,2017,2019,0.794,1,False,
oh_3934315_-8441805:c002,oh_3934315_-8441805,Butler,tennis,removed,2017,2019,0.767,1,False,
oh_3934315_-8441805:c003,oh_3934315_-8441805,Butler,tennis,removed,2017,2019,0.873,1,False,
oh_3934315_-8441805:c004,oh_3934315_-8441805,Butler,tennis,removed,2017,2019,0.815,1,False,
oh_3934583_-8438077:c001,oh_3934583_-8438077,Butler,tennis,removed,2021,2023,0.616,1,False,
oh_3934695_-8441650:c001,oh_3934695_-8441650,Butler,tennis,removed,2021,2023,0.714,1,False,
oh_3934742_-8430554:c001,oh_3934742_-8430554,Warren,tennis,hybrid,2011,2013,0.757,1,False,
oh_3934742_-8430554:c001,oh_3934742_-8430554,Warren,hybrid,tennis,2013,2015,0.51,1,True,low_confidence;reversion
oh_3934742_-8430554:c005,oh_3934742_-8430554,Warren,tennis,hybrid,2021,2023,0.472,1,True,low_confidence
oh_3934742_-8430554:c007,oh_3934742_-8430554,Warren,tennis,hybrid,2011,2013,0.803,1,False,
oh_3934742_-8430554:c007,oh_3934742_-8430554,Warren,hybrid,tennis,2013,2015,0.707,1,True,reversion
oh_3934742_-8430554:c008,oh_3934742_-8430554,Warren,tennis,hybrid,2011,2013,0.736,1,False,
oh_3934742_-8430554:c008,oh_3934742_-8430554,Warren,hybrid,tennis,2013,2015,0.492,1,True,low_confidence;reversion
oh_3934742_-8430554:c009,oh_3934742_-8430554,Warren,tennis,hybrid,2011,2013,0.67,1,False,
oh_3934742_-8430554:c009,oh_3934742_-8430554,Warren,hybrid,tennis,2013,2015,0.499,1,True,low_confidence;reversion
oh_3934742_-8430554:c010,oh_3934742_-8430554,Warren,tennis,hybrid,2011,2013,0.831,1,False,
oh_3934742_-8430554:c010,oh_3934742_-8430554,Warren,hybrid,tennis,2013,2015,0.535,1,True,low_confidence;reversion
oh_3934742_-8430554:c011,oh_3934742_-8430554,Warren,tennis,hybrid,2011,2013,0.642,1,False,
oh_3934742_-8430554:c011,oh_3934742_-8430554,Warren,hybrid,tennis,2013,2015,0.477,1,True,low_confidence;reversion
oh_3934742_-8430554:c012,oh_3934742_-8430554,Warren,tennis,hybrid,2011,2013,0.775,1,False,
oh_3934742_-8430554:c012,oh_3934742_-8430554,Warren,hybrid,tennis,2013,2015,0.658,1,True,reversion
oh_3934742_-8430554:c013,oh_3934742_-8430554,Warren,tennis,hybrid,2011,2013,0.828,1,False,
oh_3934742_-8430554:c013,oh_3934742_-8430554,Warren,hybrid,tennis,2013,2015,0.453,1,True,low_confidence;reversion
oh_3934742_-8430554:c014,oh_3934742_-8430554,Warren,tennis,hybrid,2011,2013,0.845,1,False,
oh_3934742_-8430554:c014,oh_3934742_-8430554,Warren,hybrid,tennis,2013,2015,0.625,1,True,reversion
oh_3934753_-8454726:c001,oh_3934753_-8454726,Butler,tennis,removed,2017,2019,0.4,1,True,low_confidence
oh_3934848_-8444274:c001,oh_3934848_-8444274,Butler,tennis,hybrid,2011,2013,0.847,1,False,
oh_3934848_-8444274:c001,oh_3934848_-8444274,Butler,hybrid,tennis,2013,2019,0.606,1,True,reversion
oh_3934848_-8444274:c001,oh_3934848_-8444274,Butler,tennis,removed,2019,2021,0.461,1,True,low_confidence
oh_3934848_-8444274:c004,oh_3934848_-8444274,Butler,tennis,hybrid,2021,2023,0.465,1,True,low_confidence
oh_3934891_-8427577:c002,oh_3934891_-8427577,Warren,tennis,removed,2013,2015,0.325,1,True,low_confidence
oh_3934891_-8427577:c002,oh_3934891_-8427577,Warren,removed,tennis,2015,2017,0.638,1,True,reversion
oh_3934891_-8427577:c013,oh_3934891_-8427577,Warren,pickleball,tennis,2013,2015,0.321,1,True,low_confidence;reversion
oh_3934891_-8427577:c013,oh_3934891_-8427577,Warren,tennis,pickleball,2017,2021,0.465,,True,low_confidence
oh_3935197_-8437266:c001,oh_3935197_-8437266,Butler,tennis,removed,2021,2023,0.78,1,False,
oh_3935197_-8437266:c002,oh_3935197_-8437266,Butler,tennis,hybrid,2017,2019,0.34,1,True,low_confidence
oh_3935197_-8437266:c002,oh_3935197_-8437266,Butler,hybrid,removed,2021,2023,0.463,1,True,low_confidence
oh_3935197_-8437266:c003,oh_3935197_-8437266,Butler,tennis,removed,2021,2023,0.554,1,True,low_confidence
oh_3935197_-8437266:c004,oh_3935197_-8437266,Butler,tennis,removed,2013,2015,0.473,1,True,low_confidence
oh_3935197_-8437266:c004,oh_3935197_-8437266,Butler,removed,tennis,2017,2019,0.656,1,True,reversion
oh_3935197_-8437266:c004,oh_3935197_-8437266,Butler,tennis,removed,2021,2023,0.682,1,False,
oh_3935246_-8428428:c001,oh_3935246_-8428428,Warren,tennis,hybrid,2011,2013,0.699,1,False,
oh_3935246_-8428428:c002,oh_3935246_-8428428,Warren,tennis,hybrid,2011,2013,0.664,1,False,
oh_3935246_-8428428:c002,oh_3935246_-8428428,Warren,hybrid,tennis,2019,2023,0.706,1,True,reversion
oh_3935820_-8298046:c001,oh_3935820_-8298046,Ross,tennis,removed,2011,2013,0.811,1,False,
oh_3935820_-8298046:c001,oh_3935820_-8298046,Ross,removed,tennis,2013,2015,0.687,1,True,reversion
oh_3935820_-8298046:c001,oh_3935820_-8298046,Ross,tennis,hybrid,2017,2019,0.82,1,False,
oh_3935852_-8446547:c001,oh_3935852_-8446547,Butler,tennis,hybrid,2011,2013,0.852,1,False,
oh_3935852_-8446547:c001,oh_3935852_-8446547,Butler,hybrid,tennis,2013,2015,0.913,1,True,reversion
oh_3935852_-8446547:c001,oh_3935852_-8446547,Butler,tennis,hybrid,2021,2023,0.512,1,True,low_confidence
oh_3935852_-8446547:c002,oh_3935852_-8446547,Butler,tennis,hybrid,2019,2021,0.57,1,True,low_confidence
oh_3936113_-8438441:c001,oh_3936113_-8438441,Butler,tennis,hybrid,2019,2021,0.708,1,False,
oh_3936113_-8438441:c002,oh_3936113_-8438441,Butler,tennis,removed,2021,2023,0.829,1,False,
oh_3936113_-8438441:c004,oh_3936113_-8438441,Butler,tennis,removed,2021,2023,0.504,1,True,low_confidence
oh_3936440_-8450367:c001,oh_3936440_-8450367,Butler,tennis,removed,2015,2021,0.655,1,False,
oh_3936628_-8455388:c001,oh_3936628_-8455388,Butler,tennis,removed,2015,2019,0.345,1,True,low_confidence
oh_3936724_-8430117:c001,oh_3936724_-8430117,Warren,tennis,hybrid,2011,2013,0.836,1,False,
oh_3936724_-8430117:c001,oh_3936724_-8430117,Warren,hybrid,tennis,2013,2015,0.66,1,True,reversion
oh_3936724_-8430117:c001,oh_3936724_-8430117,Warren,tennis,hybrid,2021,2023,0.684,1,False,
oh_3936724_-8430117:c002,oh_3936724_-8430117,Warren,tennis,hybrid,2011,2013,0.853,1,False,
oh_3936724_-8430117:c002,oh_3936724_-8430117,Warren,hybrid,tennis,2013,2015,0.67,1,True,reversion
oh_3936724_-8430117:c002,oh_3936724_-8430117,Warren,tennis,hybrid,2021,2023,0.818,1,False,
oh_3936724_-8430117:c003,oh_3936724_-8430117,Warren,tennis,hybrid,2011,2013,0.856,1,False,
oh_3936724_-8430117:c003,oh_3936724_-8430117,Warren,hybrid,tennis,2013,2015,0.599,1,True,low_confidence;reversion
oh_3936724_-8430117:c003,oh_3936724_-8430117,Warren,tennis,hybrid,2021,2023,0.755,1,False,
oh_3936724_-8430117:c004,oh_3936724_-8430117,Warren,tennis,hybrid,2017,2019,0.754,1,False,
oh_3936724_-8430117:c005,oh_3936724_-8430117,Warren,tennis,hybrid,2017,2019,0.752,1,False,
oh_3936724_-8430117:c006,oh_3936724_-8430117,Warren,tennis,hybrid,2019,2021,0.446,1,True,low_confidence
oh_3936724_-8430117:c007,oh_3936724_-8430117,Warren,tennis,hybrid,2019,2021,0.455,1,True,low_confidence
oh_3936724_-8430117:c008,oh_3936724_-8430117,Warren,tennis,hybrid,2011,2013,0.891,1,False,
oh_3936724_-8430117:c008,oh_3936724_-8430117,Warren,hybrid,tennis,2013,2015,0.81,1,True,reversion
oh_3936724_-8430117:c008,oh_3936724_-8430117,Warren,tennis,hybrid,2019,2021,0.459,1,True,low_confidence
oh_3936724_-8430117:c009,oh_3936724_-8430117,Warren,tennis,hybrid,2011,2013,0.869,1,False,
oh_3936724_-8430117:c009,oh_3936724_-8430117,Warren,hybrid,tennis,2013,2015,0.785,1,True,reversion
oh_3936724_-8430117:c009,oh_3936724_-8430117,Warren,tennis,hybrid,2021,2023,0.741,1,False,
oh_3936724_-8430117:c010,oh_3936724_-8430117,Warren,tennis,hybrid,2011,2013,0.826,1,False,
oh_3936724_-8430117:c010,oh_3936724_-8430117,Warren,hybrid,tennis,2013,2015,0.578,1,True,low_confidence;reversion
oh_3936724_-8430117:c010,oh_3936724_-8430117,Warren,tennis,hybrid,2019,2021,0.475,1,True,low_confidence
oh_3936724_-8430117:c011,oh_3936724_-8430117,Warren,tennis,hybrid,2011,2013,0.785,1,False,
oh_3936724_-8430117:c011,oh_3936724_-8430117,Warren,hybrid,tennis,2013,2015,0.617,1,True,reversion
oh_3936724_-8430117:c011,oh_3936724_-8430117,Warren,tennis,hybrid,2019,2021,0.447,1,True,low_confidence
oh_3937253_-8456332:c001,oh_3937253_-8456332,Butler,tennis,pickleball,2011,2013,0.419,2,True,low_confidence
oh_3937253_-8456332:c003,oh_3937253_-8456332,Butler,tennis,pickleball,2011,2013,0.492,2,True,low_confidence
oh_3937257_-8450865:c001,oh_3937257_-8450865,Butler,tennis,hybrid,2011,2013,0.657,1,False,
oh_3937257_-8450865:c001,oh_3937257_-8450865,Butler,hybrid,tennis,2013,2019,0.852,1,True,reversion
oh_3937354_-8212811:c002,oh_3937354_-8212811,Athens,hybrid,tennis,2017,2019,0.408,1,True,low_confidence;reversion
oh_3937354_-8212811:c002,oh_3937354_-8212811,Athens,tennis,hybrid,2019,2021,0.633,1,False,
oh_3937354_-8212811:c002,oh_3937354_-8212811,Athens,hybrid,tennis,2021,2023,0.637,1,True,reversion
oh_3937354_-8212811:c004,oh_3937354_-8212811,Athens,tennis,hybrid,2017,2019,0.724,1,False,
oh_3937354_-8212811:c004,oh_3937354_-8212811,Athens,hybrid,tennis,2021,2023,0.766,1,True,reversion
oh_3937540_-8478298:c001,oh_3937540_-8478298,Butler,tennis,removed,2013,2019,0.369,1,True,low_confidence
oh_3937599_-8456289:c001,oh_3937599_-8456289,Butler,pickleball,removed,2021,2023,0.371,1,True,low_confidence
oh_3937671_-8438898:c006,oh_3937671_-8438898,Butler,tennis,hybrid,2021,2023,0.715,1,False,
oh_3937749_-8456079:c001,oh_3937749_-8456079,Butler,tennis,hybrid,2019,2021,0.403,1,True,low_confidence
oh_3937749_-8456079:c002,oh_3937749_-8456079,Butler,tennis,removed,2019,2021,0.443,1,True,low_confidence
oh_3937786_-8436768:c002,oh_3937786_-8436768,Butler,tennis,hybrid,2011,2013,0.736,1,False,
oh_3937786_-8436768:c002,oh_3937786_-8436768,Butler,hybrid,tennis,2013,2017,0.493,1,True,low_confidence;reversion
oh_3937812_-8434674:c002,oh_3937812_-8434674,Butler,tennis,hybrid,2021,2023,0.552,1,True,low_confidence
oh_3937812_-8434674:c003,oh_3937812_-8434674,Butler,tennis,hybrid,2021,2023,0.626,1,False,
oh_3937812_-8434674:c004,oh_3937812_-8434674,Butler,tennis,hybrid,2021,2023,0.748,1,False,
oh_3937812_-8434674:c005,oh_3937812_-8434674,Butler,tennis,hybrid,2011,2013,0.848,1,False,
oh_3937812_-8434674:c005,oh_3937812_-8434674,Butler,hybrid,tennis,2013,2015,0.431,1,True,low_confidence;reversion
oh_3937812_-8434674:c007,oh_3937812_-8434674,Butler,tennis,removed,2013,2019,0.363,1,True,low_confidence
oh_3937812_-8434674:c008,oh_3937812_-8434674,Butler,tennis,removed,2013,2019,0.238,1,True,low_confidence
